TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,,2P%,2P%D,3P%,3P%D,,,,,3PR,3PRD,ADJ T.,,,,,,,,WAB,,
"Texas St.",91.608614787383,92.61303698978,0.46869028153812,20–9,20,29,46.9,42.1,32.5,29,21.1,24.1,26.3,34,68.2,45.8,41.4,33,29.2,6.8,6.5,60.6,44.3,30,30,67.7,,,,2023,,,,-7.4078295236972,74.4,68.5
"Jackson St.",95.117059826247,89.029066018473,0.68149973817627,21–9,21,30,45.5,38.7,41.1,29.1,21.6,19.8,37.9,28.8,71.1,44.2,36.6,32.9,28.7,12,6,50.1,52.8,24.1,33,70.5,,,,2023,,,,-3.4518401182642,66.1,66.5
Mississippi,104.17727318723,76.415790548973,0.97245233718712,23–8,23,31,46.2,38.5,30,33.6,20.8,23.6,37.8,27.6,69.1,46.9,38.6,29.4,25.5,12.5,6.3,49.2,57.4,26.4,23.8,68.4,,,,2023,,,,3.4536956504751,67.2,73.8
Wyoming,100.42558644858,92.819951438184,0.71211682172446,20–10,20,30,50.6,44.9,27.2,25.5,21.5,17.9,30.4,22.7,64.1,51.3,42.7,32.8,33.6,9.1,8.7,59.7,41.6,34.5,28.4,63.6,,,,2023,,,,-5.5293409505055,77.2,80.9
Minnesota,96.002127055,88.828694052087,0.70952889542625,11–19,11,30,45.3,46.8,27.1,27,23.1,19.4,32.8,27.5,75.8,44.2,47.3,31.9,30.6,6.8,7,57.8,55.3,28.4,29.6,74.2,,,,2023,,,,-9.3046018932574,73.4,72.6
Illinois,113.28253743581,89.040848124237,0.94098206329101,22–9,22,31,51.8,44.4,22.5,30.6,18.6,19.8,35.4,28.4,69.8,49.6,45.8,37.8,27.5,8,6.5,49.4,50.8,30.5,30.6,68.2,,,,2023,,,,0.65216243785187,75.7,72.3
LIU,77.025514981432,102.7992574549,0.034912424056273,7–22,7,29,42.4,45,24.4,29.3,26.6,24.6,26.1,40.1,70.9,42.2,47.1,28.5,27.3,8.3,7.1,60.4,66.9,37.9,34,71.6,,,,2023,,,,-19.724214920651,70.7,65.4
UTEP,98.538927995044,92.875076501062,0.66390786341786,20–11,20,31,46.5,48.7,36,29.1,20.3,25.3,33.6,29.8,67.9,46.8,48.8,30.6,32.3,4.8,8.1,54.9,51.5,30.7,35.6,68.1,,,,2023,,,,-7.1800338571129,70.6,70.1
"Loyola Chicago",85.682090369978,97.131627061458,0.19117907618334,6–24,6,30,41.3,49.5,25.3,21.9,22.1,22.6,25.5,34.5,66.2,39.7,48.9,29.6,34,4.8,11.6,56.1,57.4,32.9,30.4,66.5,,,,2023,,,,-19.759381459147,74.4,70.2
Texas,110.61034064608,76.140045779487,0.98654092389431,25–9,25,34,47.9,42.8,30.3,37,21.5,28.7,41,29.5,70.8,47.2,39.6,34,33.9,15.8,5.8,55.9,51.1,19.4,28.9,70.3,,,,2023,,,,6.1170010007835,67.9,69
"Maryland Eastern Shore",81.44723816116,100.0760193957,0.085590152333344,7–20,7,27,39.3,45.1,36.6,36.5,26.8,24.5,34.5,35.3,71.5,41.8,43.4,21.6,31.8,6.5,6.1,47.9,61.8,26.2,39,71.8,,,,2023,,,,-18.010853413515,68.7,65.1
"Western Illinois",84.244621044893,99.239811203038,0.13194531639704,8–20,8,28,41.7,48.4,35.7,34,20.4,23.5,23.4,32.5,75.5,40.3,47.4,29,33.2,7.2,9.2,55.9,57.3,43,40.8,73.9,,,,2023,,,,-17.962030884502,75.5,72.9
"Fairleigh Dickinson",93.05320605551,90.319646282897,0.58489212258236,24–7,24,31,48.3,39.7,26.2,26.7,21.5,24,34,29,65.7,46.6,41.9,34.1,22.4,3.9,5.5,59.6,41.5,36.8,27.2,66.5,,,,2023,,,,-5.5637752475472,71.2,68
Cornell,82.048906356931,90.90855805634,0.23519704960659,9–17,9,26,39.8,50.3,27,30.7,25.7,26.9,33.3,28.1,69.9,42.7,49.6,21.8,34.2,3.5,7.3,59.2,62.2,28.5,38.1,70.6,,,,2023,,,,-13.176212076872,68.7,66.3
"West Virginia",97.787311149232,78.790199889679,0.92301759021324,19–11,19,30,44.6,44.5,25.8,27.2,18.8,27.3,26.8,31.3,71.6,45.8,46.3,28.3,27.5,5.8,9.2,46.8,51.1,37.6,35.3,70.4,,,,2023,,,,1.4484694259187,70.9,68
"Cleveland St.",98.134656663023,84.318492816424,0.85132139856193,30–4,30,34,48.1,40.4,39.9,21.2,20.8,24.2,36.6,28.2,71.3,46.2,40.5,35,26.8,10.7,9.3,51.1,64.5,30.3,38.2,71.9,,,,2023,,,,-0.7489857600274,71.6,67.8
Queens,79.064868626041,104.46375040509,0.039031519064732,5–21,5,26,38.3,50.2,31.9,42.6,22.3,23.9,26.5,33.3,71.3,37.7,50.8,26.5,32.6,5.9,8.1,32.6,56.2,28.7,27.9,72.3,,,,2023,,,,-18.498568928562,68,70.4
"Southern Illinois",96.526225927046,97.321475534713,0.47642829275929,12–19,12,31,47.6,50.1,27.3,39.5,19.6,23.3,30.6,32.6,74.7,46.8,47.7,33.3,36.8,12,6,54.9,60,26.4,31.3,74.3,,,,2023,,,,-14.18927477983,69.1,71.2
"San Diego St.",96.121843062364,84.686584819956,0.81100947864997,21–10,21,31,49.2,44.8,26,28.5,20.2,25.3,24.7,27.6,67.4,46.7,45.5,37.4,28.8,8.3,6.7,59.2,54.7,26.5,33.4,68,,,,2023,,,,-4.8533399099559,70.7,78.2
"Nebraska Omaha",88.643362179313,98.892784770483,0.22127116109166,13–17,13,30,45.1,49.9,31.5,27.9,21.4,20.9,22.3,29.7,70.6,46,48.7,28.8,34.7,3.4,8.6,51.5,55.3,33.3,36.7,69.7,,,,2023,,,,-12.832805858447,78,74.1
"Texas A&M Commerce",87.755810083128,100.39788049402,0.17541801625619,13–19,13,32,42.5,48.2,38.3,23.8,23.4,22.5,33.7,30.6,72.3,43.9,47.6,25.7,33,7.6,9.2,51.8,58.5,24.5,32.2,72.3,,,,2023,,,,-15.272701732623,67.6,70.3
DePaul,110.65788672373,91.531290785646,0.89864584841166,16–17,16,33,47.3,48.6,24.6,24.7,18.9,21.3,37.3,30.6,73.9,47.5,48.1,31.4,33.1,7.1,8.9,57.8,59,35.3,32.8,74.6,,,,2023,,,,-5.1715199069418,70.3,73.6
"UT Rio Grande Valley",91.357751267039,96.761821127913,0.34053795922128,11–18,11,29,40.6,48.4,30.2,33.9,21.7,20.6,33.4,29.1,68.8,39,47.3,28.5,33.9,7.4,11.3,58.4,61.8,41.7,29.8,68.2,,,,2023,,,,-14.186074635501,73.1,69.8
"Chicago St.",75.742841196709,111.06119691765,0.01211070888327,4–21,4,25,39.2,49.4,27.5,38.5,26.9,18.9,25.7,34.8,77.5,37.5,51.1,29.5,30.7,4.9,5.7,49.8,58.6,24.7,32.8,76.7,,,,2023,,,,-18.146838528432,68.4,71
"South Dakota",93.601222020257,100.16960601909,0.31433157641887,12–16,12,28,47.5,48.8,32.2,27.3,20.3,18.8,27.3,28.8,69.5,44.8,47.4,34.2,34.2,6.2,12.9,60.8,54.9,40.8,36,67.8,,,,2023,,,,-12.854317047512,77.3,74.6
"Montana St.",95.527833477337,91.075763649924,0.63386831508918,19–11,19,30,44.7,45.6,30.5,27.8,19.4,23.2,30.4,30.4,70.6,43.9,42.5,31.2,33.4,7.6,5.1,49.9,51.1,28.8,41.4,71.3,,,,2023,,,,-7.2693660370004,78.8,72.2
"Oklahoma St.",112.90771506237,86.015202548857,0.95805466527563,21–11,21,32,52,45.5,27.4,23.4,18.4,18.8,27.5,27.8,71.7,50.3,44.9,36.6,31.4,7,9.7,53,44.8,36.4,29.8,70.4,,,,2023,,,,2.2614577180452,70.5,76
Wagner,84.021971082593,100.23711606971,0.11616154307593,13–15,13,28,43.2,48.4,28.8,34.7,20.9,28.6,26.9,35.6,71.2,43.1,48.2,29.1,32.6,6.2,7.2,55.4,56,23.9,31.7,71.7,,,,2023,,,,-13.122952655351,67.9,70.9
"Bethune Cookman",81.735492346026,94.899616544894,0.1522179322943,11–18,11,29,39.3,46,39,32.2,23,27.6,31.5,34.5,71.6,38.2,46.3,28.3,30.1,4.4,10,41,52.1,24.7,27.5,71,,,,2023,,,,-15.599731381154,63.3,71
Wofford,98.698915536087,99.445654199846,0.47834368465122,19–9,19,28,47.1,47.9,26.1,24.6,14.1,21.9,25.3,32.7,68.8,45.6,47.1,32.8,32.7,6.8,7.1,44.5,51,41.2,40.5,70.3,,,,2023,,,,-5.8765893130694,73,72.7
"Cal Poly",85.652617445297,95.904478656464,0.21414678620175,9–18,9,27,41.3,47.6,30.2,33.8,25.2,23.2,29.5,32.7,64.6,38.7,48.2,30.9,30.7,6,12.9,56.5,58.3,34.2,30.9,66.2,,,,2023,,,,-13.801481356253,70.7,71.5
Towson,92.792637022436,91.626124568599,0.53630720704311,21–11,21,32,45.1,42.7,29.7,27.5,21.5,22.4,33.7,30.5,70.8,44.3,40.4,31.3,32.7,7.5,5.2,47.4,50.5,28.8,26.7,70.6,,,,2023,,,,-8.0749837479379,70.5,75.4
"Delaware St.",72.695020094507,98.4443241581,0.029684101464616,5–19,5,24,37.2,45.4,30.7,19,28.7,23.2,28.1,35.7,65.1,35.5,45.5,27.7,30.2,3.6,10.3,45.9,66.4,28.6,37,64.8,,,,2023,,,,-16.499287656434,64.7,66.8
"Norfolk St.",80.586479837464,81.116592650622,0.48115857534872,25–6,25,31,41.6,37.2,33.8,34.5,25.3,31.4,36.2,32.4,69.7,43.6,36.5,24.4,25.5,11.8,4.8,50.1,57.5,28.5,42.2,69.3,,,,2023,,,,-4.5023501119148,66.1,66.1
Vermont,91.015716299481,90.249543547448,0.52428514469916,24–6,24,30,48.5,40.3,25.2,22,20.9,21.9,31.1,29.4,62.7,45.8,39.9,36.6,27.5,9.2,6.7,59.7,40.5,29.6,26.6,63.8,,,,2023,,,,-4.399360343312,68,75.3
Liberty,102.65340381893,97.043009140316,0.65618664545966,22–8,22,30,51,43.6,26.1,32.6,21.6,18.7,36.4,29.8,66.1,51.2,39.7,33.7,34.5,13.1,5.6,58.2,48.2,33.2,32,66.1,,,,2023,,,,-3.7272964269979,70.2,71.9
"Cal St. Bakersfield",78.63409519419,89.227556868647,0.18947544517406,8–23,8,31,39.4,41.3,27.1,36.2,25.9,23.3,26,34.9,66.1,39,40.6,26.7,28.3,13.7,8.2,45.6,57.5,34.1,36.1,67.9,,,,2023,,,,-18.866478740409,66.8,75.9
Presbyterian,83.775268101939,101.76343276621,0.096485493994524,11–17,11,28,48.7,45.5,19.9,29.1,28.4,19.9,28.5,29.6,71.2,47.7,44.4,33.4,31.7,5.3,7.3,57.1,51.3,38.7,34.1,71,,,,2023,,,,-15.199306876276,66.1,65.7
"Boise St.",88.423707551876,89.812456612309,0.45531678434797,15–16,15,31,44.6,41.6,31.9,31.5,24.6,17.9,34,26.4,70,42.8,40.6,32.4,29.4,13.9,7.2,59.9,45.4,30.9,28.5,70.4,,,,2023,,,,-12.41521392497,67.4,72.5
Bellarmine,81.91574573483,95.226767537048,0.15038901270164,7–22,7,29,41.9,45.6,33.3,35.1,27.6,19.6,33.8,29.3,71.8,42.7,46,25.9,30,10.3,8.6,53.9,53.8,22.7,33.9,72,,,,2023,,,,-18.070301164156,68,70.4
"East Carolina",88.975049997326,80.388515022072,0.76261567799328,23–9,23,32,40.6,41.6,36.1,32.1,23.2,33.4,36.5,36.1,71,42.4,43.1,23.4,25.8,11.9,7,58.4,62.5,24.1,34.3,71.2,,,,2023,,,,-4.1766581563446,62.6,67.7
Northwestern,91.522983128139,86.042430770581,0.67042767898919,9–21,9,30,42.2,45.9,30.2,35,23.5,22.4,29,32.4,74.4,43.1,45.7,26.7,30.9,11.5,8.8,65.7,64.7,29.5,32.4,73.1,,,,2023,,,,-9.3693132507014,69.5,74.4
"Eastern Illinois",89.670924580782,93.596884094483,0.37923866576701,20–8,20,28,47.7,42.2,28.5,25.7,22.2,22,32.7,29.4,70.1,50,40,28.1,31,7.2,6.4,58.8,55.8,29.3,33.7,69.8,,,,2023,,,,-7.155308161537,72.9,74.5
Buffalo,93.688207850419,96.090558209473,0.42771858239165,12–15,12,27,48.8,48.4,28.9,17.3,20.3,20.1,23.3,29,67.7,47.8,49.7,34.1,30.9,4.5,6.8,55.2,61.5,29.7,39.7,67.4,,,,2023,,,,-12.33043884208,71.7,67.6
"Northern Kentucky",94.881455851718,92.386231890097,0.57602550724031,17–14,17,31,45.1,44.6,37.2,29.1,17.7,20.3,28.4,27.6,68.5,46.7,44.3,27.8,30.2,7.5,6.9,55.5,52.2,31.1,30.9,68.4,,,,2023,,,,-11.024391627275,70.8,68.5
Valparaiso,86.864139314033,100.83369101971,0.15252104327881,7–23,7,30,48.7,50.1,33.2,35.8,27,20.2,20.6,30.8,68.6,48.7,49.5,32.5,34.2,4.1,10.7,56,59.1,45.9,34.5,68.7,,,,2023,,,,-18.91839031507,71.6,73
Elon,83.290970943253,95.387417786097,0.17372198126129,9–21,9,30,44,46.3,24.8,29.8,27.3,22.8,33.6,32.1,67.9,44.5,47.2,28.4,29.8,6.9,7.8,48.6,53.1,26.7,33.5,67.8,,,,2023,,,,-18.54675057264,67.3,67.9
"Appalachian St.",89.633712203986,96.52927846336,0.29894621353848,9–20,9,29,44.1,46.7,31,31.2,21.3,23.5,27.7,35.8,72.8,43.3,45.7,30.1,32.9,4.2,7.9,49.8,48.3,40.7,27.3,72.1,,,,2023,,,,-17.212069330537,66.7,70.8
"North Alabama",90.729868564542,95.409883186159,0.35930109157497,12–15,12,27,47,44.4,19.7,32.5,20.3,22.5,23.3,36.1,68.9,45.5,44.5,32.5,29.4,11.2,10.9,59.8,48.4,46.3,25.6,69.6,,,,2023,,,,-11.46162198615,71.9,67.6
Oklahoma,117.41985877164,88.468980591751,0.96287727614031,25–6,25,31,52,46.2,27.2,33,21.3,18.5,35.5,25.7,78.3,51,44.9,35.8,32.3,8.3,6.7,68.1,52.2,37.3,36.8,77,,,,2023,,,,7.030950322739,74.6,71.4
"Mississippi St.",106.07359616733,80.562113781514,0.95944530311737,20–10,20,30,49.9,40.9,30.5,25.5,22.6,23.9,33.6,30.3,70.8,48.7,40.8,35.4,27.3,12.7,8,59.1,57.4,27.6,36.6,70.2,,,,2023,,,,0.50867985152513,66.2,65.6
"Utah Tech",97.596533836562,99.693831899302,0.43917497691504,17–12,17,29,53.8,44.1,26.2,22,21.9,18.8,23,35,72.6,55,46.8,34.9,27,6,8.7,55.2,63.5,47.8,42.6,72.6,,,,2023,,,,-9.2685637040725,72.5,68.6
"St. John's",106.83259593756,87.115087775277,0.91264601388604,22–8,22,30,49.4,43.9,28,21.2,21.6,20.2,32.9,32.7,64.6,47.6,44.1,35.6,28.8,10.3,8.8,54,50.4,31.8,29.3,64.9,,,,2023,,,,1.3588865191255,76.4,69.6
"Long Beach St.",94.83775181611,87.903355280112,0.70540907305417,22–9,22,31,47.9,45.3,22.4,26.2,20.7,29.7,25.1,35.3,66.2,48.8,46.1,30.6,29.3,9.1,5.7,54.7,69.1,33.4,39.5,67.4,,,,2023,,,,-5.2498151067259,77.1,73.9
Samford,90.782015391104,99.239448587682,0.26417984037919,10–17,10,27,48,46.5,28.2,23.8,24.6,19.6,27.1,34.7,68.7,47.7,44.3,32.4,33.9,6.2,7.9,54.9,50.4,33.2,33.1,70,,,,2023,,,,-14.324808858838,65.9,72.6
"Eastern Washington",94.849236686299,91.378000956705,0.60557865732722,17–11,17,28,46,44.9,25.6,27.1,17.4,22.1,26.4,28.9,70.6,44.6,43.7,32.6,31.8,6.5,6.4,56.2,49.3,32.8,30.1,70.8,,,,2023,,,,-7.8306529404456,74.4,74.9
"Kansas St.",102.10854879797,85.595584574632,0.88377059392949,17–16,17,33,46.5,46.6,35.4,30.1,20.3,23.4,25,29.4,73.3,48.8,46.4,29,31.3,9.7,8.9,61,64.3,43.1,37,72.4,,,,2023,,,,-1.6542196689147,76.4,73.5
Pepperdine,91.671309671592,93.817466030158,0.43385785529472,10–19,10,29,44.1,45.1,32,27.6,25.7,19.4,36.9,30.1,69.3,42.8,44.5,32,30.9,8.6,4.5,53.5,57.9,24.7,32.9,70.2,,,,2023,,,,-14.691410038864,70,71.8
Charleston,88.106710093221,100.13404827299,0.18670677451664,9–18,9,27,40.3,48.8,26.6,27.3,19.4,25.8,34,38.4,71.1,38.1,48.9,29.7,32.5,4.8,9,39.9,57.8,34.1,35.3,70.8,,,,2023,,,,-16.164447889077,67.6,72
"UC San Diego",89.164396087511,94.665686063985,0.33436629398467,13–17,13,30,45.3,45.8,25.6,28.2,24.4,19.8,25.3,27.3,67.6,45,44.1,30.4,32.6,7.4,9.5,61.7,52.8,43.9,36.2,68.9,,,,2023,,,,-14.302737388355,76,69.9
"Grambling St.",81.821290223416,96.808865071553,0.12627401560657,10–20,10,30,39.6,45.7,28.2,38.3,23,25.4,29.1,33.6,68,40.5,45.4,24.8,30.9,5.7,7.9,39.4,56.8,28.3,28.9,67.1,,,,2023,,,,-16.207361269289,68.3,67.3
"Texas Southern",80.261130398735,102.78472589624,0.05496423403435,2–27,2,29,39.1,47,35.7,39.5,26.7,21.4,30.6,36.4,75.7,40.4,47.7,24.5,30.2,7.3,10.7,49.1,53.5,36.1,26.8,74.5,,,,2023,,,,-23.000468091275,67.6,67.2
"Central Connecticut",79.650635949688,106.29624697599,0.034936238897274,7–22,7,29,41.4,47,24.9,30,25.2,23.4,32.6,33.4,67.1,41.3,46.4,27.7,32.4,7.2,6.7,51.2,49.8,31.5,26.4,67.5,,,,2023,,,,-20.436148439459,74.3,70.6
Auburn,96.866264379788,84.096205563468,0.83558706760014,15–14,15,29,43.4,44.6,31.3,39.3,21.7,26.1,30.9,34.9,73.7,42.5,43.9,30.7,31.1,11.1,6.3,50,49.1,23.4,25.1,74.1,,,,2023,,,,-2.3993764297051,67.7,70.1
"New Orleans",81.345715164597,99.38351768292,0.09085841764043,8–20,8,28,41.1,46.2,30.1,36.7,27.4,26,36.5,36.4,71,40.5,45.7,28.2,31.5,7.5,7.6,56.3,62,30.1,30.1,71.4,,,,2023,,,,-18.819185770195,69.5,70.3
"Idaho St.",83.209020682576,89.18831997007,0.31044606357323,9–19,9,28,41.1,44.3,25.1,30.5,24.8,22.5,33.9,27.8,65.9,40.7,42.6,28.2,31.2,8.4,6.5,56.9,58.5,28.3,39.9,66.8,,,,2023,,,,-15.480954889444,66,72.2
"IU Indy",98.909431106256,101.85371760407,0.41645818289446,17–13,17,30,50.6,49.2,30.1,27,20.6,18.7,26.7,27.9,71.2,49.4,50.1,34.8,31.6,6.6,7.6,59.4,49.1,41.8,33.1,71.7,,,,2023,,,,-9.4439878962641,72.8,73.5
"Western Carolina",79.021268919217,105.62945323104,0.03430581511114,6–21,6,27,40.2,48.4,31.5,38.7,26.2,20.5,32.4,34.5,65.2,39.6,48.7,27.8,31.8,5.4,8.5,47.2,46.2,27.8,31.3,65.8,,,,2023,,,,-18.720798284912,65.9,69.7
"Eastern Kentucky",94.855479733977,100.47984598212,0.34019371491375,15–14,15,29,47.6,48.4,28.4,27.6,19.8,24.7,27.6,34.1,75,45.9,48.3,33.8,32.5,6.3,6.3,56.4,56.4,35.7,34.4,75.4,,,,2023,,,,-11.305899908035,76.9,68.8
Penn,96.156899004481,88.922128863267,0.71085336135142,16–11,16,27,46.5,42.1,22.5,17.8,22.8,21.2,31.3,34.7,67.1,43.7,40.9,34.1,29.8,7.9,8.2,59.1,59.2,38.1,33.7,67.3,,,,2023,,,,-5.4539351471635,67,68.9
"South Carolina St.",71.061301230315,107.33284581156,0.0086414503207865,3–27,3,30,36.5,46.8,30.5,28.5,29.8,21.4,26.8,41.2,68.2,38.6,47.5,21.6,30.4,4.1,10.1,51.8,61.4,33.8,35.5,68.1,,,,2023,,,,-24.665389776401,60.9,67.6
Idaho,95.860905873827,97.867696628993,0.44071511250468,13–17,13,30,48.9,47.2,27.2,23.8,16.7,17.3,15,28.7,71.8,47.9,45.4,33.3,34,5.2,7.4,57.2,49.5,46.3,31.7,72.6,,,,2023,,,,-13.351312099276,74.8,73.6
"Stony Brook",94.708088579708,97.961726376276,0.40409274383742,18–13,18,31,45.8,47.7,25.8,21.8,20.6,23.2,33.8,32,70.1,45.2,47,31.1,32.8,6.2,8.2,46.9,54.3,34.4,32.1,70.8,,,,2023,,,,-10.305129578468,73.2,70.6
"SIU Edwardsville",86.314705832869,105.31607388672,0.092112502096941,9–22,9,31,42.7,50.1,32.2,34.6,27.1,21.9,32.3,35.9,74.8,41.7,52.1,29.7,29.8,5.3,8.9,56.5,57,34,27.2,75,,,,2023,,,,-18.061503737712,73.2,68.8
"Saint Peter's",72.191631624174,104.96539792766,0.013327269710351,0–30,0,30,39.8,47.4,29,25,31.8,23.9,26.2,38.3,70.1,36.3,49.3,31.5,29.6,4.6,11.4,53,61.6,31.5,38.2,69.7,,,,2023,,,,-28.074540219438,65.7,67.6
Virginia,101.28475856677,84.340898689918,0.89141665735761,15–15,15,30,44.7,43.3,26.6,30.6,22,24.2,36.4,28.3,72.8,46,44.1,27.9,27.9,10.9,10,59.1,57.8,29.8,34.4,72.9,,,,2023,,,,-3.4227111728108,71.7,71
UCF,86.50872355268,85.305279809138,0.54018873127917,14–15,14,29,38.6,40.3,34.6,27.1,25,22.3,37.3,31.7,70.8,36.5,38.6,29.1,29.8,8.6,9.6,50.8,51.2,29.1,28.7,70.6,,,,2023,,,,-9.6609675834485,67.7,73.7
Drexel,99.50967589411,94.954027907953,0.63155958956964,21–9,21,30,49.7,46.5,25.3,27.9,18.4,26,30.9,32.8,64.7,50,44,32.5,34.4,6.3,5.5,66.7,57.6,26.4,33.3,64.4,,,,2023,,,,-7.5011488864802,75.6,71.7
"Charleston Southern",72.301327709464,103.54852214659,0.015816246276066,4–25,4,29,38.3,47.3,20.9,32.4,28.9,22.8,28.5,35,72.2,39.6,46.9,24,32.3,7.1,6.2,49.2,51.5,36,30.9,72.3,,,,2023,,,,-22.079708070548,69.5,70.3
"Northern Iowa",104.32081901321,87.894973173772,0.87764073822155,22–9,22,31,51,45.3,30.3,27.7,17.5,20.8,27.9,26.7,70.8,50.3,45.4,34.8,30.1,10.3,7.6,50.5,59.6,39.7,37.6,71.3,,,,2023,,,,-2.6191194428784,68.7,72.9
"South Carolina",124.89216247263,70.57421757821,0.99859180371616,32–0,32,32,50.4,34.7,34.3,23.2,18.2,20,48.6,24.3,69.2,51.3,33.5,31.5,25.5,20.4,7.6,54.6,42.9,21.4,26.1,68.6,,,,2023,,,,14.739963354834,69.7,70.1
Lamar,93.692846032052,98.819248418292,0.35146369416582,17–12,17,29,48.5,44.6,25.8,30.8,25.2,20.9,36.6,29.3,65.2,45.1,45.1,37,29.1,5.6,8.3,54.6,50.9,32.3,31.4,64.9,,,,2023,,,,-9.0910083808524,72.6,65.3
Kentucky,98.623899220622,84.664519500559,0.85259434158855,12–19,12,31,44.4,47,28.7,32.7,23,27.3,32.8,37.1,74.4,44.6,46.3,29.2,32.8,9.8,10.9,55.2,60.6,27.5,25.3,74.2,,,,2023,,,,-5.6381582951446,72.9,72.6
Lafayette,78.298273802811,100.83554374915,0.051705469945905,10–19,10,29,41.4,46.4,20.8,20.4,21.7,21.7,24,33.8,66.6,42,47.7,26.7,29.4,7.3,5.4,49.7,64.7,30.5,36.4,67.8,,,,2023,,,,-17.537399659093,70.6,68.3
VCU,87.804155299331,93.270854800021,0.33301349745547,7–22,7,29,41.4,47.1,24,25.2,23.6,21,34.3,30.2,65.5,41.8,44.9,27,34.2,7.2,8.8,43.8,54.4,28.9,34,65.1,,,,2023,,,,-17.80251259015,69.8,69.7
Wisconsin,100.76580820781,91.633485658148,0.74885722402429,11–20,11,31,49,49,27.3,31.4,24.5,21.7,29.5,32.8,71.5,48.3,47.7,33.4,34.3,9.8,8.5,65.4,58.4,37.8,35.1,70.5,,,,2023,,,,-8.8194991277655,76.2,76.6
Alabama,108.81163640439,82.815090318229,0.95849664672931,20–10,20,30,51.7,43.4,26.4,28.4,22.6,25.1,32.3,31.6,68.4,48,42.5,38,30.5,10.1,12.9,52.7,54.3,41,27.6,68.5,,,,2023,,,,1.1604946051462,71.9,71
"Tennessee Tech",97.077563165877,99.827508393034,0.42037473386867,20–9,20,29,48.3,45,29.7,36,20.3,23.7,32.6,31.1,68,48.2,47.4,32.3,25.7,6.2,6.7,62,54,33.4,27.5,67.8,,,,2023,,,,-7.3189421739352,76,73.5
NJIT,84.85016599763,104.21883023225,0.085922660479067,13–16,13,29,45.2,45.1,29.1,29.2,24.6,20.5,32,32.9,66.4,44.8,43.7,30.6,33,8.1,11.1,48.5,48.6,30.2,25.3,68.2,,,,2023,,,,-15.158201900342,66.3,71.2
"Alabama A&M",79.544056976189,94.750140094775,0.11797775327878,14–15,14,29,39.2,42.1,32.9,28.8,25,20.8,32.1,31.1,68.5,39.1,42.3,26.3,27.7,6.9,10.2,48.2,51.6,29.3,27.8,68.1,,,,2023,,,,-12.59490346461,70.4,68.3
"Cal Baptist",94.693278058688,91.782790605974,0.58880059895134,19–13,19,32,46.1,44.2,31.1,35.7,19.8,21.8,28,28.2,75.5,48.5,44.3,28.7,29.4,7.8,7.1,67,61.8,44.4,38.3,75.5,,,,2023,,,,-9.2330403838473,68.9,73
Dartmouth,81.758737198604,99.67908610012,0.092868166836005,2–26,2,28,40.4,50.6,23.8,26.4,26.8,22.4,28.8,33.7,69.2,37.1,49.2,30.9,35.7,4.4,11.1,50.8,58.9,36.2,34,69.9,,,,2023,,,,-20.582200117303,65.8,64.2
"La Salle",88.786292730136,87.996701513502,0.52565965760111,17–13,17,30,43.9,42.5,25.4,29.5,24,25,30.8,34.9,71.1,44.2,43.2,29,27.4,8.7,7.7,61.7,58.8,44.5,31.3,71.6,,,,2023,,,,-8.9541927188542,74,70.4
Tulsa,99.727179058937,92.812948031044,0.69557181684692,17–13,17,30,49.7,41.7,25.4,26.5,21,18.3,25.3,32.7,71.6,49.5,41.1,33.2,28.8,9.8,6.1,64,50.1,50,30.2,71,,,,2023,,,,-7.4897271870225,71.1,68.9
Kansas,107.20105464043,81.328196178167,0.95993848699265,19–11,19,30,48.2,42.9,29.9,24.7,21.8,20.1,34,27,71.8,48.3,40.2,31.8,31.9,12.4,8,49.9,54.5,29.1,35.7,70.8,,,,2023,,,,0.6441167357272,75,66.8
"St. Thomas",88.302610197246,93.352801552806,0.34534002881086,13–17,13,30,47.2,46.4,28.3,31.6,24.4,22,29.4,28.6,68.3,47.3,46.4,31.3,31,6.3,9.5,61.6,54.6,37,30.3,67.3,,,,2023,,,,-13.754537022469,69.3,70.9
"Grand Canyon",92.424780641334,89.643007690166,0.58696653664294,19–10,19,29,47.1,46.7,33.1,34.9,23.3,28.2,33.7,29.1,71.5,49.2,47.6,28.1,30.1,6,5.4,49.7,57.1,31,36.7,70.9,,,,2023,,,,-7.8422229802739,67.2,73.8
"Michigan St.",106.27399941644,85.570272330778,0.92356858814931,16–14,16,30,48.8,46.8,32.5,35.7,19,26.7,33.1,26.6,74.5,49,46.1,32.3,32,9.5,10.2,62.4,62.9,38,35.8,73.2,,,,2023,,,,-3.098094737725,67.4,74.5
"Cal St. Fullerton",91.240146892516,94.780645579245,0.3922635134461,14–16,14,30,44.8,45.1,31.1,24.9,21.6,21.6,25.7,30.8,66.2,42.4,46,34.5,29,6.6,5,54.8,56.4,26,36.2,67.5,,,,2023,,,,-12.904753004912,74.7,75.2
"Southeastern Louisiana",86.699183860045,87.963453198503,0.45847462907936,19–9,19,28,44.1,44.5,27.7,27.3,19.5,26.1,27.9,27.1,66.6,43.9,40.9,29.8,34.3,10.2,7,47.3,56.9,23.8,33.5,66.5,,,,2023,,,,-5.6655202154288,68,66.6
