TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,,2P%,2P%D,3P%,3P%D,,,,,3PR,3PRD,ADJ T.,,,,,,,,WAB,,
"UC Riverside",78.290047550424,90.983854510092,0.15084253468713,5–25,5,30,36.8,47.2,24.6,27.2,22.9,25.8,26.6,30.9,66.1,36.8,46.5,24.7,32.9,6.6,9.6,52.3,55.3,30.6,26.3,67.4,,,,2023,,,,-21.091229148882,71.5,73.5
Clemson,99.311096261132,82.746500282333,0.89075431116873,17–15,17,32,47.1,44.4,24,27,23.8,25.7,32.7,34,71.2,47.2,45.5,31.2,28.5,9.7,7.6,56.8,57.9,33.5,38.8,70.6,,,,2023,,,,-2.5788992511605,68.8,66
Colorado,106.7592631899,79.130604464651,0.96905116983678,23–8,23,31,48.4,43.1,29.6,26.2,21.8,24.4,34.4,28.4,68.1,47.2,41.8,34.4,30.4,6.8,9.2,58.6,56.4,28.1,34.2,68.2,,,,2023,,,,4.7916801863932,69,71.7
"Coastal Carolina",93.956027070496,99.125051017608,0.3507176555659,12–16,12,28,45.9,46,35.2,29.5,24.1,21.5,32.2,35.3,72.6,44.5,46,32.3,30.7,5,9.5,56.8,53.8,36.2,31.6,72.4,,,,2023,,,,-12.294904251333,75.2,72.4
"North Carolina A&T",88.985174841706,97.710912189148,0.25431116620289,15–12,15,27,46,46.4,32.2,28.1,27.7,26.5,36.3,36.5,70.3,47.4,44.1,28.3,33.6,7.8,6.2,56.3,62.5,26.9,35.8,70,,,,2023,,,,-9.0750157416482,71.1,69.8
Washington,99.040839966917,82.165923886704,0.89549144078621,15–14,15,29,44.8,44.7,20.8,23.6,24.5,22.1,38.4,28.6,66.2,45.7,41.2,28.3,34.4,10,10.1,57.4,52.8,28.6,33,66.1,,,,2023,,,,-2.2229218744037,72.7,71.9
"Colorado St.",102.0427272633,91.875658450674,0.76976561265396,18–11,18,29,50.9,43.8,23.7,28.5,12.6,19.4,15.1,27.6,68,49,40.9,36.1,32.9,10.9,5.7,52,52.8,36.5,34.3,68.6,,,,2023,,,,-7.0546034213729,79.4,72
UMBC,89.419003010187,101.97554145613,0.1807762159069,13–15,13,28,45.3,46.5,25,25.7,23.2,22.8,32.3,33.1,69,45.7,45.5,29.3,32.5,7.4,5.7,44.8,58.9,25.4,31.7,70.9,,,,2023,,,,-13.188550248594,70.6,71.7
"Louisiana Monroe",82.546963686681,102.91405102122,0.073368712807977,4–23,4,27,39.4,46.1,34.5,30.6,24.1,18.6,32.5,32.8,74.5,39.8,44.5,24.7,33.9,11,6.5,51.3,55.2,15.3,25.4,73.7,,,,2023,,,,-21.126849363856,66.8,72.1
Hofstra,82.021807083766,96.289134261739,0.13654839280281,11–20,11,31,43.8,44.9,26.1,34.3,28.5,23.3,31.8,31.6,68.5,41.8,46,32.2,28.3,5.3,8.4,55.4,55.8,31.2,30.6,68.4,,,,2023,,,,-18.401785312584,71.8,69.6
"UMass Lowell",78.673117405215,97.602571561508,0.077313084606023,5–22,5,27,39.8,46.3,30,31.7,27,23.7,29.3,35.6,66.7,39.2,46.9,27.4,29.8,8.6,9.3,51.4,54,32,26.6,68.2,,,,2023,,,,-19.232644188765,74.2,72.3
"South Alabama",76.505053411504,97.808656876662,0.055985575518909,6–23,6,29,38.6,45.5,27.7,27.6,24.3,20.5,27.3,32.8,69.4,37.5,46.1,26.9,29.3,4.1,9,54,50.4,39.5,27.5,68.6,,,,2023,,,,-21.27434614176,62.8,69
Butler,97.650539752299,91.915815851823,0.6673011738505,11–19,11,30,49.2,49.4,24.1,19.6,24.3,19.6,26,29.1,66.1,44.8,50.3,37.6,31.7,3.9,11.4,56,56.9,38.2,30.6,65.8,,,,2023,,,,-8.3630149408347,72.9,73.7
Evansville,86.537540330138,97.918121442389,0.19452629640858,11–19,11,30,42.3,49.3,41.9,29.4,23.5,19.8,28,32.1,71.5,41,48.9,30.1,33.6,6.6,9.2,55.8,52.2,31.7,28.6,71.3,,,,2023,,,,-14.513688802686,71.3,70.1
"Northern Colorado",88.51097131048,95.449049678511,0.29569980326899,11–18,11,29,44.4,46.9,34,21.9,24.6,19,28.7,28.5,64.8,42.4,45.2,32,33.3,6.8,9.6,55.9,62,35.7,35.3,64.9,,,,2023,,,,-15.380542100465,79.6,76.2
Iowa,123.0154575695,84.376153328304,0.98707764321605,26–6,26,32,58.1,45.6,32.8,26.5,18.6,18.6,27.3,23.8,75.9,59.5,46.1,37.2,29.8,6.3,7.6,66.7,53.6,38.6,37.2,74.3,,,,2023,,,,8.3787532033118,76.1,74
"Florida A&M",79.130463768712,101.39793289835,0.054604869124113,5–23,5,28,41.5,47.2,28.1,38.2,27.3,24.9,31.5,37.7,72.8,42.1,47.3,26.7,31.1,8.3,7.8,52.5,52.5,28.3,28.5,72.4,,,,2023,,,,-19.678764419006,62.7,67.1
TCU,90.001259568831,84.991921940771,0.65894035965715,8–23,8,31,42.5,48.2,35.7,27.4,23.2,23.9,25,32.4,71.8,41,47.4,30.3,33.2,8.3,8,59.1,60.2,34.2,33.4,70.8,,,,2023,,,,-9.2065428444827,63.5,72
"Middle Tennessee",107.63719740039,83.133215034604,0.95123288120371,28–4,28,32,50.2,41.5,35.5,32.1,17.9,25.1,31.9,27.4,67.5,52,39.4,32,30.4,10.9,7.7,52.4,56,43.3,33.5,67.3,,,,2023,,,,0.29893785438609,78.4,72.3
Oregon,112.50027096053,84.459946722804,0.96431884906678,17–14,17,31,48.4,43.7,26.4,17.8,17.3,18.5,34.8,29.9,69.9,45.7,42.3,35.9,31.1,8.6,9.5,57.1,61.8,33,31.7,69.9,,,,2023,,,,-0.57605710598298,72.2,68.5
Harvard,103.1779256291,89.310249883646,0.84022386732742,17–11,17,28,50,47,23.5,26.9,21.6,26,31.9,32.1,69,48.3,45.1,35.4,33.8,7.6,5.3,52.5,53,34.1,33.7,69.1,,,,2023,,,,-4.8378200471901,71,66.1
Florida,100.77530318007,87.162744906066,0.84142078479305,16–14,16,30,44.2,44.9,34.1,29.3,22.3,23.2,33,33.8,73.7,42.8,44.1,31.6,31.3,7.5,6,52.7,49.3,30.7,29.6,72.5,,,,2023,,,,-1.9604078700162,71.5,70.4
"Saint Joseph's",99.080897656334,89.105900731596,0.7721124196595,20–10,20,30,48.5,43.7,27.3,21.3,19.5,21.1,29.3,29.7,66,48.4,41.8,32.5,31.8,8.5,6,62.6,47.3,32.7,31.7,66.6,,,,2023,,,,-6.0988621669996,77.1,76.8
"Saint Mary's",91.906054848048,92.805064940399,0.4720430623081,13–18,13,31,46.4,44.8,24.7,28.9,24.4,19.7,29.5,31,70,44.8,43.8,32.9,31.2,7.9,10.5,59.8,53.5,35.5,32.8,69.6,,,,2023,,,,-12.618501592854,70.9,75.1
"Texas A&M Corpus Chris",86.581203706198,90.423857807216,0.37768353375867,16–11,16,27,44.5,42.9,34.3,32.1,24.4,24,33.1,28.8,66.9,43.9,42.1,30.6,29.8,6.8,8.6,66.7,59.7,32.2,31.1,67.7,,,,2023,,,,-8.7216786249843,70.9,70.3
"Ohio St.",110.89101790784,82.919393450506,0.96586852177355,25–7,25,32,52.2,47.5,29.7,26.5,18.2,26.7,28.9,31,75.7,52.8,48.7,34,30.2,8.8,7,58.3,56.2,34,32.8,74.3,,,,2023,,,,6.6358763105133,69.5,70.7
"Florida St.",111.78271856435,82.967149183113,0.96857708700856,23–9,23,32,48.1,41.2,33.3,23.3,17.6,20.9,31.7,30.7,76.5,47.6,38.9,32.7,30.9,12,9.5,49.7,56.1,32.2,32,76.5,,,,2023,,,,3.5579285863575,73.7,70.8
"Seton Hall",109.5675495948,92.473719455926,0.87551125991059,18–14,18,32,49.1,48.5,25.2,23.3,18.7,22.5,29.4,32.7,70.6,50,45.8,31.2,36.1,6.9,5.9,54.9,58.8,30.1,31.7,71.5,,,,2023,,,,-2.6373557706228,78.5,72.8
"North Carolina",103.88067460211,76.763436706431,0.97008187652766,21–10,21,31,46.5,42.4,28.5,26.2,20.1,25.7,30.8,29.6,71.9,46.3,40.2,31.4,30.6,10.9,7.2,50.3,59,31.9,39.1,71.6,,,,2023,,,,4.4716058721008,67.3,68.2
"Houston Christian",82.315032215956,98.851697955633,0.10858562862325,8–18,8,26,40.8,46.4,28,30.5,23.3,21.2,26.3,33.2,67.6,39.2,45.1,29.5,33.7,10.1,6.6,56,50.9,33,23.7,68,,,,2023,,,,-14.252815031054,71.6,72.1
Lehigh,93.807627721359,96.84314736981,0.40945126071009,16–14,16,30,48.7,44.9,24.9,22,20,19.9,23.3,28.6,71.4,48.1,44.6,32.9,30.5,6.3,7.2,62.8,50.8,46.4,27.9,72.9,,,,2023,,,,-12.039140339436,80.2,70.5
Navy,76.286777417443,105.06687934486,0.024575544884482,1–29,1,30,40.7,47.6,17,32.9,25.6,17,27.7,27.2,68.6,39.8,47,28.4,32.5,6.6,7.3,51.9,55.8,33.2,31.1,69.9,,,,2023,,,,-27.816859009441,60.8,75.4
"Saint Francis",73.948519774084,102.67908647712,0.022428218595145,7–22,7,29,39.7,47,29.1,26.9,30.1,19.3,33.6,28.7,68.7,40.3,46.6,25.4,31.9,5.2,7.8,48.2,55,26.6,32.3,69.6,,,,2023,,,,-19.762391827523,64.4,70.2
"Santa Clara",102.96090361779,96.413651554288,0.68039064915741,13–17,13,30,49.1,46.8,25.4,27.2,18.4,20.6,27,34.6,68.9,50.7,45.9,30.9,32.6,7.1,7.4,55.1,58,38.5,30.4,69.4,,,,2023,,,,-12.054611417119,78,75.5
"Loyola Marymount",86.349356159219,97.364540173983,0.20089685409016,6–23,6,29,42.3,50.6,25.1,29.7,25.1,21.3,28.2,35.3,67.1,41.5,50.4,29.4,34.1,5.3,7.3,51.6,60.6,30.6,30.9,67.3,,,,2023,,,,-17.106209360147,75.6,73.5
Delaware,87.966904547416,91.836463585578,0.37870209573181,16–14,16,30,46.1,41.7,29.4,29.8,25.8,22.7,33.2,31.8,73,44.6,40,32.8,30.3,8.6,5.9,54.3,55.7,31.7,31.3,73.7,,,,2023,,,,-11.345389453798,71.4,69.4
"Miami OH",97.136424936556,103.29002164532,0.33039923414472,11–19,11,30,48.4,50.3,31.8,32.3,22.4,17.9,28.9,28.2,71.5,47.4,49.6,33.6,34.5,5.9,6.9,54,49.2,32.5,31.4,71.6,,,,2023,,,,-15.542846720678,76.5,75
"New Mexico",101.06763914026,93.436184714205,0.71154097421429,19–12,19,31,50.8,45.8,25.6,19.2,19.6,19.7,25.1,30.1,72.4,50.8,47.2,33.9,28.5,7.8,10.3,56.1,52.7,41.7,31.6,72.8,,,,2023,,,,-7.4579250242929,77.4,69.5
"Coppin St.",77.02202659459,92.532276898935,0.10814217362277,8–22,8,30,38,42.8,30.7,28.2,24.6,22.6,29.9,27.4,69.2,37.5,41.4,25.9,31.1,6.5,9.6,49.8,52.7,40.6,26.1,69.3,,,,2023,,,,-19.723462519666,65.8,68.2
Temple,95.994812539324,91.125787760622,0.64533895653914,11–18,11,29,42.4,43,26,35,21.9,22.2,31,35.8,70.8,40.5,42.2,31,30,9.9,9.2,56.6,60.2,31.9,28.5,71.3,,,,2023,,,,-11.192384402614,73,70.3
Monmouth,92.073217879094,97.437502448579,0.34271663765046,17–15,17,32,48.1,45,26.9,23.9,26,19.1,34.2,29.6,67.3,46.9,44,33.2,32,8.5,9,58.3,45.4,42,25.1,67.7,,,,2023,,,,-12.987414827829,70.5,68.1
Southern,82.893743895791,91.910271223049,0.23372216372018,16–14,16,30,41.4,46.5,31.6,45.7,21.9,26.5,28,33.6,68.1,38.4,47.8,33.4,29.2,5.3,9.7,47.8,56.6,26,33.9,66.4,,,,2023,,,,-8.7794926639952,56.1,62.8
"Southern Miss",89.428190958077,93.016334643703,0.38879023876932,19–10,19,29,45,45,30.6,29.5,25.7,24,38.4,30.7,68.1,44.9,42.3,30.2,33,5,5.5,51.7,58.7,21.6,38,67.7,,,,2023,,,,-7.4490184662527,71,68.5
California,103.99435445729,90.554779816608,0.83081142297359,13–17,13,30,47.3,47.6,25,29.5,20.1,20.1,30.6,31.4,69.8,45.6,46.4,34,33.7,7.7,6.2,57.2,55.8,30.9,27.8,69.7,,,,2023,,,,-4.3654937454388,71,75
"Georgia St.",87.070090095033,96.736374833469,0.22958168227405,10–21,10,31,42.8,43,35,32.2,25,19.3,31.5,31,67.3,43.9,42,26.3,29.8,8.5,6.9,51.6,61.3,24,35.3,66.5,,,,2023,,,,-17.977275236234,71.9,72
"Miami FL",105.98018876439,84.683792572093,0.92954829845507,19–12,19,31,47.9,46.8,28.9,27,22.4,23.8,36.3,27.6,70.7,48.5,46.4,31,31.7,6,7.5,56.6,60.9,29,32.8,69.9,,,,2023,,,,-0.22067266234259,72.2,68.6
Georgia,102.08059830842,77.139844822973,0.96164061216678,21–11,21,32,46.6,44.3,31.5,29.6,23.5,28.9,37.7,32.2,69.5,47.2,42.7,29.7,31.2,9.5,5.1,58.7,68.5,19.6,38.4,69,,,,2023,,,,0.97377224292554,70.2,68.6
"North Dakota",94.560367370317,94.647505037336,0.49735192341759,16–11,16,27,46,44.7,29.8,37.1,19.8,23.4,31.3,32.4,75.4,45.8,44,30.9,30.6,5.8,7.6,48.3,50.7,28.7,39.3,74.5,,,,2023,,,,-8.8603280265021,75.5,73.8
Princeton,98.470371085587,78.804873158384,0.9283742268695,23–5,23,28,46.4,41.6,26.9,25.3,19.7,27.9,35.9,27.2,66.1,46.1,41.2,31.5,28.4,9.9,6.6,56.6,49.3,27.3,31.9,65.6,,,,2023,,,,0.97323353539335,70.4,71.6
"Saint Louis",94.559727998127,91.422180941354,0.59581338232725,17–17,17,34,44.2,45.8,26.6,27.1,23.3,23.1,36.2,35.1,73.5,45.7,43.2,27.2,33.8,12.9,7.4,54.8,53.3,30.1,34.9,73.9,,,,2023,,,,-11.14282108944,77.2,69.4
"Arizona St.",98.798539156062,92.011475732221,0.69390709225759,8–20,8,28,39.7,48.9,29.9,29.8,17,20.8,29.7,35.4,71.5,38.5,47.6,28.5,34.5,7.4,8.5,43.3,65.7,27.7,30.2,71.4,,,,2023,,,,-7.9475800483508,73.3,69.3
"Purdue Fort Wayne",86.53764802465,95.83810625317,0.23614545967469,13–19,13,32,45.3,47.9,24.2,30.3,21.7,25.5,24,33.6,70.1,45.4,48.2,30,31.5,8,10.9,46.2,56.3,44,32.3,70.1,,,,2023,,,,-15.197441037722,73.8,71.5
Iona,90.842416030009,88.684616764172,0.56867776371066,26–6,26,32,54.8,40.4,18.6,23.7,27.6,26.5,25.2,32.9,67.6,51.7,38.8,40.1,29.2,8.5,5.9,62.3,56.9,37,31.4,67.4,,,,2023,,,,-4.6765885345824,68.6,69.6
Stetson,83.09794056035,93.366482061634,0.20752753659684,11–20,11,31,42.4,49.8,34.6,29.4,24.1,26.3,28.9,29.2,67.8,44.2,49.9,25.5,33.1,4,8.7,51.1,55,29.3,38.3,68.2,,,,2023,,,,-16.024167393779,65.6,70
Marshall,88.972234925851,93.53793186567,0.35997079207253,15–14,15,29,45.2,42.7,25.1,27.6,19.4,20.9,26.7,33.3,66.8,46.4,40.4,29,31.6,9.7,6.7,52.5,57.6,39.4,33.2,66,,,,2023,,,,-11.447127611879,65.6,70
"Eastern Michigan",85.284113457294,90.667833112771,0.33093346622347,14–15,14,29,45.5,46.2,27.5,27.3,24.6,22.1,29.2,25.7,71,47.7,45.6,27.2,31.6,11,7.1,50.5,50.6,32.2,34.7,70.4,,,,2023,,,,-12.474350972914,69.4,75.1
Niagara,82.264585747899,91.766310643682,0.22149038548463,18–12,18,30,39.4,49.8,28.3,41.3,24.1,36.5,39.2,33.6,76.7,39.6,49.3,25.8,34,7.9,8.3,48.1,66.7,25.8,32.4,77.8,,,,2023,,,,-10.925512750109,67.6,73.8
Campbell,80.656767241143,91.205877707169,0.19567610306796,14–15,14,29,45.8,40.1,26.9,27.8,29.6,22.8,35.3,25.5,65.6,45.5,38.6,30.9,29.6,9.8,8.2,57.9,50.8,42,27.3,64.7,,,,2023,,,,-13.727083853762,59.5,71.6
Mercer,94.244357135712,95.036590810111,0.47595185604126,11–15,11,26,47,45.5,23.9,35.1,21.3,20.7,28,33.2,67.5,43.8,44.5,39.1,32.1,8.5,5.2,40.6,42.7,21.9,30.1,68.7,,,,2023,,,,-10.640152255098,78.9,71.5
Lindenwood,78.405778703846,109.20205439139,0.021668779292176,1–24,1,25,45.6,50.4,26.2,26.8,30.2,20.7,25,35.7,68.9,45.6,53.3,30.5,28.7,4.5,10,60.1,51,41.7,28.2,68.4,,,,2023,,,,-22.235302172648,66.3,74
"St. Bonaventure",78.210684588711,99.587273362929,0.058484819034543,6–26,6,32,40.1,46,24.3,25.4,25.5,20.7,24.2,37.4,67.9,38.2,44.4,28.7,32.8,9.2,11.7,51,55.4,38.7,33.3,68.4,,,,2023,,,,-22.667958777114,69.8,71.7
"Oregon St.",102.39993569564,85.518857561443,0.88812353049169,13–18,13,31,47.1,42.3,27.7,19.7,20.9,15.8,29.1,27.5,69.7,47.4,39.6,31.1,32.1,8.4,7.6,61.7,50.9,33.1,31.9,69.7,,,,2023,,,,-4.0088666469392,74.3,76.6
Lipscomb,95.229227322684,99.01139560399,0.38985957346285,17–12,17,29,49.1,45.2,31.3,25.9,22.2,16.1,28.4,28.2,68.6,48.1,45.6,33.9,29.6,7.2,9.3,49.4,47.5,37.1,35.4,69,,,,2023,,,,-9.0240976566059,66.8,68.7
"Kennesaw St.",91.762219135521,98.897380837809,0.2971003585229,13–16,13,29,43.3,47.3,31.9,33.3,20.7,22.7,32.4,31.9,70.3,42.9,46.3,29.5,32.7,8.7,7,46.7,60.8,25.1,35.6,70.9,,,,2023,,,,-12.399426097208,68.8,73.1
"James Madison",96.543256288519,91.265333738318,0.65622844458706,25–7,25,32,46.1,41,33,28.4,19.9,18.9,34.2,25.8,69.5,46.2,39.5,30.7,29.2,7.2,6.3,50,46.9,35.6,34.2,69.2,,,,2023,,,,-4.8581774870056,71.8,70.3
Georgetown,90.769327494371,83.346983226655,0.72731722909357,13–17,13,30,42.5,45.9,24.3,29.3,21.3,24,28,29.8,68.6,42.3,43.5,28.7,33.3,11.5,6.8,51.3,65,27.7,37.5,69.6,,,,2023,,,,-6.1071602243221,63.3,74
"USC Upstate",71.419937945421,97.765799191753,0.026314351799697,9–20,9,29,40.4,46.2,31.9,24.8,31.5,22.3,26.4,28.1,71.1,40,46.8,27.5,30.2,4.9,8.9,52.9,50.2,30.2,39.6,70.9,,,,2023,,,,-17.047767115137,69.7,66
"Morgan St.",84.709920276312,96.774557422914,0.1778121607099,14–11,14,25,39.4,46.7,28.4,41.3,23.5,29.3,34.7,32.2,67.5,40.4,50.2,24.6,24.8,4.1,6,49.1,54.9,28.3,27.4,67.2,,,,2023,,,,-9.0200824947355,71.1,68.6
"New Hampshire",76.963085096229,100.25568088915,0.045626119634519,6–21,6,27,38.2,46,28.7,24.7,24.3,21,27.7,34.4,66,37.1,44.1,27.2,32.6,7.3,8.4,47.8,60.1,30.8,40.3,67.4,,,,2023,,,,-18.898539631822,72.5,70.8
"Wright St.",95.730851173002,113.15974060852,0.12747310368681,7–24,7,31,49.8,53.4,18.5,28.6,18.4,17.8,16.2,38.4,69.3,45.4,52.2,36.4,37.4,4.2,8.5,53.1,55.8,48.2,30.6,69.4,,,,2023,,,,-18.870069484731,72.2,70.1
"Iowa St.",114.6269501014,79.527049081632,0.98528750000113,22–9,22,31,49.8,42.9,29.5,24.3,18.9,17.4,30.4,23.9,71.5,49.7,41.1,33.3,31.2,10.3,12.7,56.9,53.2,43.6,31.6,69.9,,,,2023,,,,6.4523435993569,80,66.7
"Alcorn St.",79.626500261813,97.085124800145,0.092811983755509,10–17,10,27,40.4,44.4,34.8,48.6,24,23.5,31.5,32.7,74.2,39.9,42.7,27.9,32.1,10.5,8,59.5,58.6,27.3,31,73,,,,2023,,,,-14.517649829175,61.7,66.7
Purdue,104.79969431928,82.558317885368,0.93953260178111,19–10,19,29,51,44.9,26.4,27.2,21.6,22,27.6,30,70.7,52.4,43.8,32.6,31.1,9,7.9,61.5,55.5,37.9,37.4,68.9,,,,2023,,,,0.87078722910387,77.1,69.9
Drake,104.26680115617,84.478522449342,0.91835776477383,22–9,22,31,54.6,42.3,32.8,22.2,23.3,19.1,33.1,24.5,74.2,57.4,39.5,33.5,32.1,13.2,9.6,72.8,51.8,39.3,32.7,75,,,,2023,,,,-3.1854450244537,72.2,73.6
Marquette,99.883306473128,77.680754525693,0.94740187363527,21–10,21,31,44.9,42.9,20.2,22.9,19.9,23.1,33.5,27.1,68.3,44.5,41.8,30.8,30.8,6.8,7.9,65.9,51.5,26.2,25.8,69.6,,,,2023,,,,2.1020172645405,77.7,70.3
"Holy Cross",90.106498676722,90.977273851535,0.47237798834107,23–8,23,31,47.5,41.2,26.4,22.6,22.6,22,29.4,28.9,64.9,47.1,39.8,32.3,29.8,8.1,6.4,58.9,49.5,28.4,28.9,65.7,,,,2023,,,,-6.1000829849833,74.8,67.8
Houston,90.250896936002,76.129223525316,0.87619221951901,15–16,15,31,40.6,41.1,26.1,39.5,22.7,32.3,33.4,36.1,72.8,40.4,42.8,27.4,24.1,10.4,8.4,48.3,54.7,28.4,24.6,72.3,,,,2023,,,,-9.133193851174,68.4,68.5
Hampton,83.42055524808,93.94771640191,0.20315316949207,11–18,11,29,39.8,48.4,32.7,37.6,21.7,31.1,26.6,40.5,71.6,39.5,47.6,27.2,33.4,6.6,8.5,51.9,59.6,23.1,33.5,71.8,,,,2023,,,,-15.210410881425,70.9,68.9
"Western Michigan",87.229423417072,94.474033385629,0.2854658935158,11–17,11,28,44.9,51,28.5,25.4,22.6,24.6,24.4,32.9,71.1,49.2,49.8,26.4,35.6,6.7,9,53.8,60.6,45.5,32.8,70.8,,,,2023,,,,-11.492879031911,65.9,76.2
"New Mexico St.",89.811510165432,87.561784512057,0.57242148075614,14–16,14,30,42.7,46.7,26,45.1,20.6,26.3,33.1,28.4,67.6,43.7,46,26.3,32,6.2,6,49.8,52.4,23.4,32.7,67.1,,,,2023,,,,-12.69172201353,65.7,70.5
"Ball St.",102.02059300923,91.106713741477,0.78602789959998,24–8,24,32,53.6,45.3,31.5,28.3,18.7,23.3,26.1,28.2,71.7,54.3,44.9,35,30.7,11,7.7,58.4,58.2,39.3,37.8,71,,,,2023,,,,-3.9205162601234,70.4,75.7
Milwaukee,89.096890281049,92.311161001541,0.39949561349115,11–19,11,30,46,44.1,22.6,27,25,20,30.2,28,65.9,48.2,41.1,27.8,33.3,9.1,7.8,67.3,53.9,34.3,33.7,66,,,,2023,,,,-15.534171295295,73,74.5
Portland,102.70810494502,88.779106063145,0.84237501151693,21–8,21,29,51.1,45.6,30.1,22.6,23.9,24.1,31.7,35,68.4,52,44,32.8,33.5,6.8,7.8,66.3,55.4,34.4,24.9,68.9,,,,2023,,,,-1.7640263371123,73.1,73.2
Albany,88.487912741965,92.183150601695,0.38450237454876,22–11,22,33,47.3,40.8,26.2,22.4,23.7,20,31.4,29.5,62.4,45.9,42.3,33.6,25,7.5,7.2,53.6,42.5,32.1,30.6,63.4,,,,2023,,,,-8.1884462929429,72.7,74.3
"Tarleton St.",83.85472523566,95.630583296455,0.18076418534101,6–21,6,27,42.4,48,33.5,35,22.8,25.4,25.4,35.4,70.4,40.3,49,30.6,30.6,5.8,9.5,56.6,54.9,37.5,32.4,69.5,,,,2023,,,,-18.265705289055,71.7,69.1
"San Francisco",94.662622403953,89.223739158303,0.66384560275432,17–12,17,29,44.9,45.4,25.3,24.2,19.5,21.9,28.9,29.2,71.6,42.9,44.1,32.3,32,5.4,8.6,58.4,49.3,36.7,33.5,72.2,,,,2023,,,,-7.2195625237196,70.2,75.3
Bucknell,85.003342847476,93.762193913352,0.24456398259423,13–17,13,30,44.7,43.3,29.6,18.6,20.8,18.2,21.7,25.9,64.9,45.3,42,28.9,31,5.5,7.9,52.4,48.8,27,27.8,65.8,,,,2023,,,,-14.062733509833,69.5,75.9
Connecticut,117.4419151529,74.607965596407,0.99460842100982,29–5,29,34,54.3,39.9,28.9,20.9,23.1,20.1,35.8,26.7,70.9,54.2,39.1,36.2,27.6,10.7,8.4,64.9,53,28.5,37.7,71.2,,,,2023,,,,11.526773091514,75.3,70.5
"Southern Indiana",81.637851312949,94.495923459668,0.15682654824237,9–17,9,26,43.5,45.4,33.8,38.1,28.4,25.2,32.1,30.2,72.3,43.8,44.7,28.5,31.1,8,8,59.6,55.4,28.1,37.1,72.3,,,,2023,,,,-15.756137183405,76.7,69.9
"Florida Gulf Coast",107.53155515251,85.74128574409,0.93112970706546,30–3,30,33,57.6,43.1,23.1,25,17.8,25,24.5,27.7,68.8,58.6,43.1,37.9,28.8,6,8.1,63.9,40.5,52.4,23.6,69.6,,,,2023,,,,0.58166842265537,71.2,68.4
"San Jose St.",83.789765348547,94.80236065686,0.19465224258664,6–25,6,31,41.5,50.3,30.2,41.3,26,26.4,32.1,32,69.5,40.2,51.8,29.9,32.1,5.8,8,39.3,59.9,26.8,40.4,70.6,,,,2023,,,,-21.009845699346,67.6,69.9
"Utah Valley",80.594651589534,100.008781056,0.077130034665,4–24,4,28,41.8,49.3,26.9,26.2,24.5,21.4,22.9,32.5,66.7,42.8,47.6,26.5,34.3,5.7,9.2,67.1,70.9,32,44.7,66,,,,2023,,,,-20.970778376667,69.9,72.5
Missouri,104.49910113598,84.986591561637,0.91504699310369,17–13,17,30,50.5,45.9,25.6,27,23,22.4,27.7,29.8,67.1,48.5,43.2,35.8,33.7,7.1,9.1,57.4,53.8,38.8,37.3,66.3,,,,2023,,,,-1.2043939887464,73.7,73.4
Cincinnati,88.582859009215,91.463891590175,0.40900799901516,9–21,9,30,41,44.4,31.1,38.3,25.5,23.5,36.2,34.8,68.6,39.2,43.3,30.7,31.4,11.8,10.2,55.3,54.3,25.1,27.7,68.7,,,,2023,,,,-16.240741985258,68.9,68.4
"South Dakota St.",107.03082366371,84.869360567494,0.93511438064137,28–5,28,33,53.9,42.8,37.2,26.1,18.9,20.7,33.4,21.8,71,54.3,40.3,35.5,31.6,10.4,7.4,61.2,48.7,33.6,34.8,69.9,,,,2023,,,,0.83892886873192,71.8,71.1
"Boston University",95.804944682426,92.954420806218,0.58597670053185,24–8,24,32,51.8,41.7,26.9,19,21.8,20.8,30.6,27,67.7,48.7,39.9,39.3,30.3,11.3,6.1,60.8,50.9,30.2,31.5,69,,,,2023,,,,-5.9630207470512,72,73.9
"Air Force",91.158340730011,92.779926601994,0.44948010169561,11–18,11,29,44.5,50.3,26.4,32.2,19.5,26.9,25.7,31.4,69.6,43.3,50.6,31.6,33,4.4,9.6,50.1,45.4,28.6,24.9,69.7,,,,2023,,,,-13.198590536149,71.9,72.1
Bradley,85.055992285389,104.70171668477,0.08395642439432,3–28,3,31,42.9,52,23.1,26.7,22.5,17.9,24.5,34.3,67.5,40.5,50.3,32.4,37.2,3.6,9.2,55.6,68.6,29.7,32.5,67.3,,,,2023,,,,-23.528212026481,70.1,67.8
Troy,97.63104171844,96.489464894005,0.53376332156714,16–13,16,29,42,47.5,29.8,32.3,18.9,23.8,41.4,30.5,81.6,42,46.9,28.2,32.5,8.3,4.9,44.3,59,22.7,37.3,81.9,,,,2023,,,,-9.2417920806222,69.4,71.6
Gonzaga,110.40190776444,86.426649679199,0.94351091055953,28–4,28,32,52.1,44.1,26.1,24.3,21.5,22.8,37.6,29.4,66.6,47.1,43.8,41.5,29.8,8.1,6.6,55.7,52,33.2,34.3,67.1,,,,2023,,,,2.6440546762591,79.1,73.9
