TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,,2P%,2P%D,3P%,3P%D,,,,,3PR,3PRD,ADJ T.,,,,,,,,WAB,,
"North Florida",73.51110319162,110.28279399651,0.0093356828596141,0–1,0,1,37.3,55.1,18.6,35.2,31.8,11,22,56,81.7,42.1,52,19,39.5,0,26.3,50,58.5,35.6,43.2,74.1,,,,2025,,,,-0.19948483761262,45.5,71
"Missouri St.",101.74583333333,101.53183333333,0.50605300306841,0–1,0,1,43.7,60.3,30.2,26.5,22.9,9.4,31.8,25,74.1,45.5,52.6,26.3,46.7,2.6,9.1,40,44.1,30.2,44.1,67.2,,,,2025,,,,-0.28291622752683,57.9,83.3
Vanderbilt,115.98163775276,89.493851541293,0.9517319013666,3–9,3,12,43.5,54.9,33.4,27.4,21.7,22,33.1,41.8,72.9,42.6,55,30.6,36.4,3.6,10,52.2,55.3,28,30.5,69.9,,,,2025,,,,1.3331968805047,76.8,73.1
"Utah Tech",65.043970862448,100.00370994071,0.0070569992179738,0–1,0,1,28.3,61.6,32.6,23.2,41.7,17.5,23.1,44.1,74.3,30.4,67.6,17.4,37.1,2.9,47.8,63.6,77.8,50,50.7,72.5,,,,2025,,,,-0.11457378848166,53.3,75
Akron,86.409315187094,100.80968977353,0.14521948470199,0–1,0,1,43.4,57.6,24.5,36.4,37.8,18.3,32.4,38.9,76.6,51.5,50,20,46.2,7.5,6.1,28.6,68.8,37.7,39.4,73.7,,,,2025,,,,-0.27428240291004,69.2,83.3
"Bowling Green",90.0735,94.904583333333,0.35415406192435,0–2,0,2,40.2,58,27.5,27.5,34.7,15,26.9,30.6,73.5,42.7,56.3,22.2,40.9,3.4,6.7,36.8,53.7,26.5,33.6,70.7,,,,2025,,,,-0.19445611459598,64.3,61.1
Memphis,102.33214385589,94.695075170425,0.70929472363236,0–2,0,2,37.7,51.6,31.2,27.1,19.8,18.6,32,50.5,78.1,36.6,53.2,26.7,32.8,4.3,15.1,34.8,47.1,32.6,39.4,72.8,,,,2025,,,,-0.52282673156795,62.8,71.4
"Central Arkansas",83.523587237134,104.28881223912,0.072198221418408,0–2,0,2,35.5,64.8,24.3,26.3,24.5,17.3,15.7,34.5,69.5,37.1,54.9,21.6,53.2,1.4,17.1,32.4,75,34.6,39.8,68,,,,2025,,,,-0.29989388498593,80.8,71
"Murray St.",104.48716666667,83.9275,0.9255165904706,0–2,0,2,39,54.9,22,19.7,23.4,20.7,28.2,34.2,74.9,42.9,52.4,22.8,39.6,1.2,24.3,46.5,58.7,44.9,36.4,72.2,,,,2025,,,,-0.22185671019811,85.7,73.1
"Notre Dame",119.55229472375,72.097006590731,0.99702942772985,7–3,7,10,49.1,45.6,23,23.8,21.4,24.4,31.1,28.1,74.3,46.5,47.2,37.2,28,8.7,9.2,46.2,50,28.1,30.7,73.9,,,,2025,,,,5.7911374463921,76,77.3
Creighton,97.80083816092,81.045562068966,0.89670139512975,0–5,0,5,41.1,50.3,13.7,19.6,21.5,16.6,18,33,69.7,39.2,50.2,29.3,33.7,2.7,15.3,51.5,57.9,39.7,30.5,69.5,,,,2025,,,,-0.20317810510758,82.5,74.6
Duke,114.39136343452,76.491754653045,0.99032118873198,7–5,7,12,46,47.4,21.9,28.6,20,23.4,36.7,31,70.2,43.6,47.9,35.2,30.6,8.1,8,62.7,50.3,26.8,24.1,67.3,,,,2025,,,,5.3311849433776,69.2,71.1
"Indiana St.",62.898131887391,63.075536416214,0.49190316868542,0–1,0,1,28,35.9,25.4,35.9,28.3,20.5,21.7,25.5,77.9,30,39.3,15.8,22.2,14.3,25,33.3,78.9,32.2,56.3,76.1,,,,2025,,,,-0.22029407500125,60,78.3
UCLA,123.72020918304,74.000973487572,0.99729612142741,10–2,10,12,51.7,41.8,29.5,24.1,24.2,18.8,36,30.1,70.8,52.6,39.5,33.3,31.5,11.8,9.4,70.2,52,32.8,29.4,67.9,,,,2025,,,,8.1285571801464,73.7,74.7
"Texas A&M",96.884355553447,88.815389030361,0.73106219593848,2–11,2,13,39.8,49.4,31.3,25.4,27.3,17.3,32.2,39.3,70.4,42.2,48.8,21.7,33.8,9.3,9.2,49.1,57,24.4,33.6,67.3,,,,2025,,,,-0.040422882815545,66.7,77.9
"Mississippi Valley St.",84.918930500468,89.747722878839,0.34614801158931,0–1,0,1,38.3,47.7,23.4,31.8,35.5,25.2,29,60,67.5,36.4,52.2,28.6,25,4.3,21.2,62.5,72.4,29.8,30.3,68.3,,,,2025,,,,-0.10162249730488,72.7,71.4
"Norfolk St.",89.527833333333,92.892166666667,0.39550446178728,0–2,0,2,37.3,52.4,18.6,30.6,28.8,19.7,31.7,36.5,71.1,36.1,49.2,26.1,37.3,6.2,20.8,36.8,61.1,39,47.6,71.2,,,,2025,,,,-0.25426839189967,77.3,73.7
Chattanooga,80.594476547552,86.958622422357,0.29441721290254,0–1,0,1,33.1,44.5,15.3,38.2,29.4,18.6,37.8,37.5,64.6,30,52.6,24.1,17.6,5.3,16.7,43.8,56.5,49.2,30.9,62.9,,,,2025,,,,-0.23477404055487,55.6,95.2
Nebraska,114.17573254534,87.832079173187,0.9533179033946,4–10,4,14,48.1,52.1,29.5,30.8,20.1,17,26,27.8,71.6,46.6,52,34.2,34.8,6.2,10.4,61.9,65,32.5,36,70.4,,,,2025,,,,1.4001278909387,73.4,74
Yale,68.966565286485,93.260984120793,0.030164222959994,0–1,0,1,29.2,56.3,47.2,61.9,36.9,14.3,26.7,21.9,84.1,28.2,58.3,21.4,33.3,0,12.8,64.3,63.6,26.4,23.8,78.5,,,,2025,,,,-0.1564007297215,52,74.4
"Tennessee Martin",77.43878032001,90.933243150273,0.1361859309812,0–2,0,2,37.9,52,30.5,27.5,38.8,18.4,21.7,52.2,76.1,36.8,55.8,26.3,31.3,11.6,12.3,51.6,63.8,40,43.8,72,,,,2025,,,,-0.18661842798225,51.7,66.7
"Morehead St.",111.69969132729,112.40818327346,0.48182996322202,0–1,0,1,55.2,75.8,19,38.7,22.3,17.1,9.7,32.3,76.2,44.7,65.7,50,59.3,2.9,13.2,59.3,64.1,34.5,43.5,76.5,,,,2025,,,,-0.2154479458882,54.5,54.2
Tennessee,117.13706808333,82.191322474363,0.98328172046704,4–8,4,12,48,49,21.5,26.6,18.6,22.1,31.4,35.1,77.5,50.7,49.9,28.9,31,6.4,7.4,43.9,54,36.7,27,75.1,,,,2025,,,,2.2023881304823,67.6,79
"Texas St.",63.692524779736,91.17264936674,0.015907814362981,0–1,0,1,23,66.2,32,7.7,30.6,16,22.5,33.3,68.6,23.8,67.9,12.5,43.2,0,28.6,45.5,71.4,16,56.9,71.7,,,,2025,,,,-0.066828390057825,50,80
"Jackson St.",80.119517336986,82.526844233719,0.41570075542831,0–1,0,1,37.3,46.7,15.7,55,40.5,23.8,38.2,48.7,71.5,35.6,47.8,33.3,28.6,2.2,15.6,50,73.1,11.8,23.3,72.3,,,,2025,,,,-0.10162249730488,75,60.6
Mississippi,112.29690904324,77.415473025491,0.98631312009898,5–9,5,14,43,51.2,27.2,34.5,20.4,26.4,37.4,30.8,72,43,50.3,28.8,36,7.7,11.1,57.6,57.1,26.4,23.4,69,,,,2025,,,,3.0020849755952,71.3,70.2
Wyoming,104.72966666667,92.3915,0.80868614761058,0–1,0,1,50.9,55.4,12.7,6.2,21.6,9.2,22.6,22.9,64.9,56.4,51.4,25,40,5.7,10.3,65.4,53.3,29.1,46.2,65.8,,,,2025,,,,-0.24750523604573,57.1,100
Minnesota,114.08635561164,88.770927961255,0.94711542548506,0–7,0,7,46.3,56,23.6,28.2,19.6,20.8,29.9,33.2,70.7,49.3,53.6,26.9,40,3,8.6,47.5,65,33.2,37.6,67.8,,,,2025,,,,-1.040566560909,73.8,68.3
Illinois,112.45035768326,83.442406292938,0.96866201820705,3–6,3,9,44.2,49.4,25.2,25.7,20.2,16.9,30.2,30.2,69.1,41.7,52.7,34.6,27.7,5.5,11.4,54.9,55.6,25.2,30.2,66.9,,,,2025,,,,1.4536186375077,76.5,73
LIU,59.226563541806,100.98222620159,0.002158662870203,0–1,0,1,33,59.6,4.5,30.9,44.1,17.9,19.4,53.3,72.6,36.8,67.9,20,20,0,10.5,50,51.3,56.8,22.1,69.8,,,,2025,,,,-0.13089812342972,100,71.4
Texas,118.70936515042,72.469584793893,0.99658235235847,13–3,13,16,43.9,43.8,32.5,34.2,20.3,24.6,39.6,31.5,69.2,43.7,43.8,30,29.2,10.6,7,53,48.2,16.2,24.1,66.5,,,,2025,,,,10.586679830437,76.4,73.4
