TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,,2P%,2P%D,3P%,3P%D,,,,,3PR,3PRD,ADJ T.,,,,,,,,WAB,,
Minnesota,100.36748413951,103.25463664697,0.41918054664019,8–23,8,31,45.9,51.7,37.1,34.2,16.5,17.8,26.5,29.2,68.5,45.6,48.7,31,38.2,9.5,10.2,52.3,58.4,34.5,34.4,69.4,,,,2016,,,,-12.681166380306,70.8,72.8
Illinois,105.66908801164,102.5536438287,0.58519908260565,15–19,15,34,50.2,53.6,30.5,26.5,14.9,19,21.5,28.1,68.6,47.5,51,36.3,38.6,5.2,10.1,53.7,54.1,38.3,38.4,69,,,,2016,,,,-7.1147905510217,74.6,71.9
LIU,99.603987010177,110.43833840589,0.23371814131625,16–15,16,31,47.9,50.9,41.4,38,18.4,19.7,32.2,31.1,73,49.5,48.8,29.7,37,6.9,8.2,53.1,55.1,32,31.6,73,,,,2016,,,,-12.353511027496,71.4,70.1
UTEP,101.98673060746,105.27628903498,0.40973201649028,18–14,18,32,52.4,49.5,40.9,36.6,17.1,19.2,24.5,31.7,72.5,51.3,48.3,36.5,34.2,9.7,7.7,57.3,56.5,32.4,39.4,72.5,,,,2016,,,,-9.5611218834905,66.4,67.8
"Loyola Chicago",99.163881840359,100.87220324202,0.4510507099861,14–17,14,31,48.3,49.6,32.5,36.4,18.9,22.2,22.5,30.6,65.3,45.9,48.2,35.3,34.9,8,11.1,51.7,56.1,33.2,33.3,65.7,,,,2016,,,,-9.151489645395,73.4,72.5
Texas,111.53560160066,95.249041773419,0.85999665134085,20–12,20,32,49.3,47.5,39.7,37.5,15.4,18.5,30.7,32.3,66.9,48.5,45.6,33.9,34.3,11.4,8.9,46.5,47.5,36,32.6,66.3,,,,2016,,,,3.0735434790567,66.5,69.5
"Maryland Eastern Shore",97.791787783004,112.82426185349,0.16186803066848,9–22,9,31,49.2,53,37.3,49.5,23,18.8,31.4,29.7,67.6,49.5,53,32.4,35.3,6.8,10.3,52.4,55.9,35.8,38.5,68.3,,,,2016,,,,-15.391584167274,70.9,70.6
"Western Illinois",100.11207224745,106.51691579619,0.32890195608356,7–17,7,24,49.3,50.1,32,42.4,18.2,15.2,25.5,27,68.6,46,46.4,37.8,39.1,8.3,7.9,51.8,49,31.4,30.5,68.6,,,,2016,,,,-11.30028026955,71,71.7
"Fairleigh Dickinson",103.67541559983,114.63713505808,0.23942619603441,17–14,17,31,51.6,52,33.6,46.5,17.9,21,28.9,36,71.8,50.1,51.3,36.5,35.4,6.9,9,50.9,55,32.8,36.3,72.2,,,,2016,,,,-9.7346687795208,69.9,70.5
Cornell,97.501819478659,107.05023089902,0.2545649444266,9–18,9,27,48.7,51.5,32.3,35.8,17.9,19.8,22.4,36.1,72.7,47,49.7,34.1,36.4,9.4,10.8,42.5,60.4,40.8,35.8,73.3,,,,2016,,,,-11.447590144798,65.3,74.2
"West Virginia",115.41930864439,90.212546172034,0.9444666279541,26–8,26,34,50.2,48.8,46.1,54.8,19.6,25.5,41.9,27.2,70.8,50.7,48.2,32.9,33.2,8.1,8.8,54.2,50.6,30.6,36.1,70.9,,,,2016,,,,7.3157034391131,67,71.3
"Cleveland St.",91.337528484644,102.19324640888,0.21560000735801,7–23,7,30,44.8,51.6,30.9,46.6,21.8,19.9,29.4,31.7,66.1,43.4,50.7,32,35.5,7.7,8.8,45.9,59.3,30.3,34.9,64.9,,,,2016,,,,-15.776986275516,68.7,66.1
"Southern Illinois",105.60133023874,102.20642691923,0.5928545689323,22–10,22,32,51.1,50.9,39.3,44.9,19.4,21.3,31.7,25.6,69.9,51,52.6,34.3,31.8,5.8,7.3,44.6,49.3,33.8,35.2,70.5,,,,2016,,,,-3.2043182819841,68.5,67.5
"San Diego St.",102.93077067266,90.472844619602,0.81511258857264,23–9,23,32,47,42.4,44.3,31.9,18.8,18.3,33.6,26.8,66.2,46.4,41.4,32.2,29.4,15.2,9.8,46.8,48.6,33.4,36,65.9,,,,2016,,,,0.20630899679183,68.4,72.6
"Nebraska Omaha",107.40683879742,105.95090159555,0.53915782535651,16–13,16,29,52,52.4,42.5,37.3,16.9,20.4,27.9,31.8,76,53,52.1,32.9,35.3,7.2,8.8,47.9,48.4,28.3,34.2,76.9,,,,2016,,,,-7.4315193487115,74.7,75.3
DePaul,103.81435819425,103.70516149435,0.50302561137144,9–22,9,31,49.4,51.4,36.5,44.8,21.5,17.8,30.7,29.9,68.5,48.6,49.2,34.3,36.4,9.2,7.7,48.7,61.6,29,39.5,68.1,,,,2016,,,,-9.2437819617094,68,74
"UT Rio Grande Valley",94.484165412678,116.0387912848,0.086025314456325,5–22,5,27,47.2,52.1,29.6,31.1,17.7,14.4,23,35.7,68.5,45.7,51.9,33.1,35,6.7,7,63.2,56.3,37.3,30.5,68.5,,,,2016,,,,-16.817812583377,67.2,67.5
"Chicago St.",91.333237601522,112.25436562478,0.085340287131812,1–28,1,29,42.6,54.5,28.1,43.6,20.4,19,29.5,33.4,70.5,40.9,51.8,30.1,38.7,8.9,11.9,47.9,67.3,38.9,43.5,70.4,,,,2016,,,,-21.012257418219,66.1,68.7
"South Dakota",105.06942894013,109.92587396108,0.37293959380198,12–18,12,30,51.7,54.2,30.1,40.9,16.4,19,25,30.2,71.3,50.5,50.9,36.4,39.8,9.7,10.6,53.5,56.2,29,38.4,71.5,,,,2016,,,,-11.407734174745,70.7,74.2
"Montana St.",106.14194583546,112.14249536996,0.34696204075763,13–17,13,30,50.8,53.9,30.7,46.3,17.3,16.9,33,27.5,70.1,47.2,53.4,37.2,36.5,5.6,10.7,47.3,49.2,41.7,35.9,69.3,,,,2016,,,,-12.14200952797,68.9,68.2
"Oklahoma St.",106.00831583132,97.493897300522,0.72369590228957,12–20,12,32,48.3,47.1,38.3,40.9,19.1,17.5,28.8,32.3,65.1,47.8,44.7,32.8,34.2,11.6,8.7,53.8,49.5,36.6,35.7,65.1,,,,2016,,,,-6.8448600267616,72.9,66.7
Wagner,98.872808174776,101.25719925458,0.43191559678592,21–10,21,31,47.9,46.2,32.9,44.2,19.7,20.7,37.2,26.9,67.5,46.8,44.8,33.6,32.7,11.8,8.2,53.4,51.2,30.5,33.2,66.5,,,,2016,,,,-6.8503542283909,70.7,68
"Bethune Cookman",97.644028132505,110.63599332048,0.19208091519634,12–18,12,30,47.1,49.7,31,34.5,18.5,18,32,35.7,68.4,47.4,48.4,31.1,34.6,15.6,8,45.4,58.2,41.1,35.2,67.8,,,,2016,,,,-13.667831775011,67.9,68.5
Wofford,104.61649262979,107.62718668715,0.41914632826717,13–17,13,30,51.7,54,38.4,41.5,18,17.6,26.2,25.9,66.1,45.8,54.3,40.9,35.5,4.3,9.9,60.6,45.9,38.4,29.3,66.2,,,,2016,,,,-10.264228546892,75.4,68.7
"Cal Poly",107.24573274046,109.40243571243,0.44300642606973,8–20,8,28,48,53.2,35.2,40.2,15.1,15.9,30.1,28.3,67.7,44.9,50,35.4,40,8.4,9.2,55.9,57,37.6,31.7,67.3,,,,2016,,,,-11.869992465853,68.2,69.7
Towson,104.41587012459,103.08364460961,0.53685074457814,18–12,18,30,47,48.3,45,40,18.2,17.8,38.7,27.6,66,46.1,46,32.7,35.1,12.9,8.9,46.4,48.8,29.8,34.3,66.4,,,,2016,,,,-6.0452975856105,67.8,74.9
"Delaware St.",88.44345224128,112.60112459273,0.058573406352913,5–25,5,30,44.8,51.6,29.1,41.3,21.1,19.9,27.2,38.8,66.8,42.4,52.8,32.4,33.3,8.5,9.3,50.9,61.3,38.4,42.4,67.1,,,,2016,,,,-19.885085089668,60.9,68
"Prairie View A&M",87.656840536144,106.6077069742,0.095276103311751,7–24,7,31,41.8,50.7,36.4,47.4,21.8,23.4,30.7,36.3,68.9,42.1,53,27.3,30.6,7.6,11.1,41,55.5,27,32.7,69.7,,,,2016,,,,-18.217329313686,68.6,69.8
"Alcorn St.",96.346788677567,111.92291149266,0.15144052350119,13–15,13,28,45.6,51,38.4,39.7,21.1,17.3,34.8,31.9,66.5,45.3,48.6,30.8,37,10.8,8.6,39.7,53.3,34.2,35.6,66.5,,,,2016,,,,-11.319708688344,68.4,70.3
Liberty,97.064513639718,110.03094871523,0.19124556227438,10–19,10,29,53.1,53,25.5,43.6,21.3,18.1,21,29.5,64.1,52,52.1,36.1,36.4,3.9,8.3,55.9,53.6,48.3,36.3,63.9,,,,2016,,,,-13.882221512606,72.7,69.9
"UNC Wilmington",108.5858883329,100.62855308736,0.70582909783609,23–7,23,30,51.2,47.1,35.9,54.3,16,20.1,32.1,29.9,70.5,51.2,45.5,34.1,34.1,10.8,7.9,47.5,47.2,33.4,28.6,71.3,,,,2016,,,,-0.60132056616224,70.4,70.7
Presbyterian,92.489333379405,109.07673623822,0.13044605459393,8–20,8,28,47.3,52.5,34.8,38.8,21,19,26,31.4,68.3,47.7,53.3,30.8,34.2,5.6,10.9,46.1,55.5,28.8,42.5,68.4,,,,2016,,,,-15.616973576851,71.5,67.9
Michigan,114.71509689063,99.735319521812,0.83330241056776,21–12,21,33,55,51.2,28.4,26.8,14.7,17.7,24.4,26.3,66,52.9,50.7,38.4,34.7,5.9,9.6,56.7,53.6,44.5,36.7,66.5,,,,2016,,,,0.88074091598101,73.9,72.9
"East Carolina",102.55923315094,104.41049120375,0.44874791510622,12–20,12,32,49,51.2,34.6,26.8,19.4,18.4,28.8,32.3,67.1,47.8,52.2,33.9,33.1,5.5,10.5,63.9,63.2,38.2,39.4,68,,,,2016,,,,-10.473876426977,69.7,67.1
Northwestern,109.56340106776,99.738148641226,0.74658560484334,20–12,20,32,52.5,46.5,28.4,35,15.8,16.4,30.5,28.3,64.4,51.6,43.4,35.8,34.5,10.7,8.9,63,62.6,41.7,36.9,64.5,,,,2016,,,,-1.8995802324561,66.7,72.3
"Eastern Illinois",99.138142085136,108.31644928214,0.26536999244255,11–17,11,28,49.9,51.4,34.4,40.5,18,19.5,26.8,34.7,68.2,48.8,52,34.4,33.5,5.8,7.3,53.7,54.2,38.4,36.4,67.8,,,,2016,,,,-12.188915537955,65.8,70.3
Buffalo,104.28985154519,102.45775468214,0.55077936994828,19–14,19,33,49.6,49.8,41.7,37.1,18.9,17.7,32.2,28.6,72.4,49.2,48.8,33.5,34.4,9,8.6,48.6,51,37,35.9,72.9,,,,2016,,,,-5.6475048510856,70.9,71.5
"Northern Kentucky",99.719507897808,107.34550710737,0.29996794890598,7–21,7,28,50.3,50.2,31.2,42.6,19.7,16.1,26.5,29.4,69.3,48.6,47.9,35.3,36.8,7.2,10.6,56.9,52.9,38.1,32.2,68.2,,,,2016,,,,-13.873252878721,67.7,74.1
Valparaiso,106.42415928685,91.300350414379,0.85354709925065,24–6,24,30,50.6,44.5,35.8,40.3,19,18.9,36.2,24.2,68.9,47.8,40.9,36.8,34.6,12.6,9.6,52.8,48.8,38.1,33,67.3,,,,2016,,,,0.60816302852464,72.6,65.5
Elon,105.29867972684,105.51825075527,0.494011517502,14–16,14,30,51.8,50.3,30.4,33.4,17.7,15.8,27.2,29.8,71.3,52.5,49.1,33.9,35.3,5.1,12.5,56.1,44.9,45.1,30.9,72.4,,,,2016,,,,-8.3215727475823,66.7,67
"Appalachian St.",100.4834203368,109.66295786419,0.26789725103277,9–22,9,31,47.2,51.2,39.1,39.8,21,15.9,33,32.3,70.8,43.1,48.8,35.6,38.6,7.5,10.8,49.7,43.6,40.1,25.6,71.3,,,,2016,,,,-15.026759617322,70.3,68.2
Oklahoma,117.59579682194,92.797546285307,0.93840382460273,25–7,25,32,54.5,46.4,33.6,27.3,18,17.6,30.5,29.8,71.3,48.1,44,42.6,34,12.7,9.2,52.6,41.8,40.7,35,71.1,,,,2016,,,,7.8750007258793,72.8,67.8
"Mississippi St.",108.69637380138,100.10927590184,0.72039161672,14–17,14,31,51.7,48.9,29.5,36.3,18,18.5,29.7,32.9,70.2,52.6,47.5,33.4,34.3,11,9.3,50.7,48.9,36.2,33.9,70.2,,,,2016,,,,-6.2289378779469,72.5,69.1
"St. John's",95.797109410634,100.56012667539,0.36400615814599,7–24,7,31,45.4,51.1,38,43.3,20.9,20.1,27.5,30.9,73.2,44.1,49.1,32,36.6,14.7,9.3,55,55.6,33.9,34.3,72.9,,,,2016,,,,-11.252332777873,63.2,71.2
"Long Beach St.",108.1979936581,100.30313516247,0.7050176921515,18–14,18,32,49.5,51,37.6,38.2,17.3,19.8,27.5,30.1,70,45.9,50,36.9,35.1,6.9,10.2,60.4,55.7,37.9,36.6,70.6,,,,2016,,,,-2.9388138009597,68.4,69
Samford,101.26465315456,107.58960869519,0.33253396650416,12–19,12,31,49.9,51.5,43.9,43.7,19.5,20.9,29.6,32.2,68.8,50.6,49.4,32.2,36.8,9.4,12.1,49.4,55.1,29.6,36.7,69,,,,2016,,,,-13.638018821498,71.6,70.1
"Eastern Washington",111.85331920537,112.78124645181,0.47626544258247,15–15,15,30,56.9,54.2,36.8,38.5,16.5,16.3,26.8,29,69.8,56.8,53.4,38.1,37.6,8.8,10.3,45.2,51.1,46.3,26.5,69.6,,,,2016,,,,-10.554504124196,68.5,69.9
"Kansas St.",107.91184771797,93.630914998133,0.8365079410424,17–16,17,33,47.6,49,42.5,40.4,20.3,20.8,37,31,67.6,48.7,50.4,30,31,8,10.4,56.9,57.7,31.1,36.3,67.7,,,,2016,,,,-1.4439703000705,68.8,68.9
Pepperdine,105.67845886607,102.02564904642,0.59977641555656,17–13,17,30,49,49.8,41.5,31.4,16.2,16.2,30.4,29.6,68.1,48.4,50.8,33.9,32,7,6.3,54,50.9,25.2,34,68.4,,,,2016,,,,-4.9040524593184,68.2,66.9
Charleston,97.388767866658,94.078186736477,0.5981406442532,16–14,16,30,47.4,48.1,32.8,43.1,19.5,21.6,30.4,26.9,65.1,45.6,48.2,34,32,7.1,9.1,49.1,47.2,34.4,34.6,65,,,,2016,,,,-7.1471265092218,66.6,66.1
"Grambling St.",86.180695416876,110.28025601506,0.055427576597823,4–24,4,28,43.8,50.8,44.2,41.4,21.7,20,24.9,32.5,67.2,45.3,51.5,27.4,33.1,4.6,11.4,42.5,55.3,35.3,37,66.9,,,,2016,,,,-19.60653983011,64.8,66.8
"Texas Southern",104.38492974336,107.97275124723,0.40404807123458,18–14,18,32,51.9,49,42.1,24.1,19.6,16,35.4,28.4,68,52.4,48.5,34.1,33.4,7.2,10.9,55.9,51.6,35.9,32.2,68.4,,,,2016,,,,-7.5730177282393,62.9,75.3
Colorado,107.80126724925,95.363637737358,0.80373577445818,21–11,21,32,48.4,46.9,40,35.5,18.8,15.4,35,24.6,71,43.7,44.4,38.9,35.3,11.8,11.1,53.4,42,32.4,28.8,69.9,,,,2016,,,,0.72770463046711,73.7,67.9
VMI,95.278494806065,110.70480071609,0.15113516486017,6–21,6,27,47.1,53,27,41.4,18.5,18.7,26.3,34,69.1,45.7,51.2,32.5,37.4,10.8,10,44.4,48.8,44.3,37.1,69.3,,,,2016,,,,-15.898085743904,71.1,72.2
Auburn,101.12770176662,102.69797313913,0.45581671526621,11–20,11,31,47.3,50.5,41,40.1,18.9,17.8,27.9,32.3,72.6,44.3,49.6,34,34.8,10.4,12,48.6,52.8,44,35.5,72.5,,,,2016,,,,-8.2275347693886,63.2,69.8
"New Orleans",95.12727437384,110.49822237456,0.15154780177635,7–20,7,27,45.1,52.9,43.2,43,19.7,21.4,34.8,33.5,73.6,43.8,51.5,32.5,37,7.3,10.8,52.4,56.7,25.9,36.6,72.7,,,,2016,,,,-16.334770135519,69,72.6
"Idaho St.",98.621468752145,108.17296467511,0.25671963955033,14–15,14,29,50.1,51.7,38.5,35.4,18.3,17.4,24.7,28.4,71.5,48,52.2,35.7,34,7.4,10.5,48.3,53.9,37.6,39.9,71,,,,2016,,,,-10.741262328708,72.9,68.2
Columbia,111.1036822149,106.41595707888,0.62145897954674,19–10,19,29,53.5,51.9,38.3,36.4,15.8,19.2,27.7,27.2,65.9,50.7,50.6,38,35.9,9.6,10.5,56.4,53.7,44.4,39.3,65.9,,,,2016,,,,-4.1089324369083,72.6,69.7
"IU Indy",98.189056088358,102.24399794453,0.38571167037242,12–19,12,31,46.9,51.1,31.9,38.9,18.9,18.1,27.7,28.1,69.7,45.6,51.3,33.3,33.8,6,11,44.6,45.7,29.7,30.5,69.6,,,,2016,,,,-10.776447793001,70.9,70.6
"Western Carolina",99.213327802289,104.653415591,0.35117237572958,13–17,13,30,49.1,51.1,38.4,44.1,20.3,20.7,30.4,32.9,69.4,49,49.6,33,35.7,8.9,10.4,49.7,53.2,37,37.2,69.8,,,,2016,,,,-10.239265686931,70.7,71.4
"Eastern Kentucky",106.1262257489,109.84193470545,0.40233349594921,14–16,14,30,56,53.1,40.3,42.3,20.3,20.3,27,34.2,73.2,54.2,51.3,39.5,37.6,8.3,7.7,56.4,60.9,37.3,36.5,73.2,,,,2016,,,,-10.363350654645,73.5,69.8
Penn,98.239604259472,106.84580645169,0.27573063900007,10–17,10,27,49,49.8,31.9,33.5,19.4,16.7,27.9,30.5,68.3,51.3,48.7,30.4,34.8,6.3,10.8,55.2,47.7,40.5,31.6,68.7,,,,2016,,,,-10.740772843554,67.2,67.4
"South Carolina St.",101.9028556319,112.94945751386,0.23440813035077,17–14,17,31,49.8,50.5,34.9,38.1,16.9,17.5,29.1,31.5,68.1,49.4,49.7,33.8,34.7,7.9,7.2,49.7,50.5,30,37.2,68.3,,,,2016,,,,-9.3617450804803,71.7,73.4
Idaho,97.574208037178,101.63708807002,0.38481837299973,19–12,19,31,48.8,49.3,44.9,41.4,22.8,18.8,34.7,25,67.1,46,48.3,36.5,33.8,9,9,50.5,55,31.5,42.8,66.7,,,,2016,,,,-7.4257432329226,70.7,67.4
"Stony Brook",106.05102958918,98.705968321474,0.69538399470145,24–6,24,30,53.2,47.3,32.5,27.6,17.2,18.5,34.4,25.8,67.6,51.9,45.2,37.5,34.2,12.3,6.3,58,47.6,29.3,34.9,67.6,,,,2016,,,,-0.96047137516903,66.8,71
Evansville,106.86437409089,97.406486345362,0.743774216809,24–9,24,33,53.4,45.9,46.9,29.4,18.2,18.4,24.5,25,68.8,53.2,44.4,35.9,32.6,11.2,8.9,67.7,50.8,25.2,32,69.6,,,,2016,,,,-1.3444717257285,72.6,73.6
"Saint Peter's",95.234877429237,101.24169045364,0.33106092045593,14–16,14,30,47.7,47.8,35.1,31.7,19.5,17.7,30.4,26.3,66.5,47,45.7,32.7,34.1,8.2,9.7,51,50.1,33.7,38.6,65.7,,,,2016,,,,-10.537355040668,65.8,71.3
Virginia,119.48409262982,91.928038269118,0.95324886320209,26–7,26,33,54.4,48.7,32.4,33.7,15.3,19.7,30.6,25.9,61.2,51.9,46.5,40.5,34.9,9.5,5.8,55.7,48.2,28.1,37.3,61.6,,,,2016,,,,8.6507560679704,75.4,69.6
UCF,101.13714200667,102.6256161598,0.45809439895367,12–18,12,30,49.2,47.1,37.2,25.1,21.3,13.4,31.3,30.5,68.4,50.1,46.4,31.8,32.3,11.2,9.1,53,55.1,39.1,34.9,68.6,,,,2016,,,,-9.9516065570662,68.7,68.7
Drexel,98.31228533377,105.36526430162,0.31071766894184,6–24,6,30,44.3,52.5,36.9,47.4,16.8,18.1,27.7,28.8,65.5,42.3,51.5,32.7,36.5,9.4,9.4,56,51.4,30.3,31.8,65.5,,,,2016,,,,-16.205923361886,69.1,68.3
"Charleston Southern",98.378798119948,110.53986683138,0.20745486451831,6–21,6,27,50,54,27.4,37.7,17.9,16.1,24.7,26.9,68.8,49.4,52.6,33.8,37.4,5.6,12.5,47.7,52.8,45.1,39.5,69.3,,,,2016,,,,-15.386753220138,61.3,71.8
"Northern Iowa",108.79224073481,97.637130735219,0.77627596842737,21–12,21,33,53.3,48.6,32.8,23.6,15.2,18.7,17.8,27.2,63.7,51.5,48.5,37.2,32.6,7.8,9.1,50.7,52.3,42.3,38.9,63.4,,,,2016,,,,-1.9799652236583,75.4,72.3
"South Carolina",107.81018750264,94.364115044532,0.8222885035596,23–8,23,31,48,47,44.8,38.8,19.1,20.7,38,29.2,71.7,45.7,42.9,35.5,35.2,12.4,11.4,51.5,55.9,29.4,41,71.4,,,,2016,,,,1.8483975377439,68.7,68.4
Lamar,95.573654574395,112.6288961746,0.13143697023276,7–19,7,26,47.4,52,42.6,46.6,20.5,19.4,33.4,31.9,73.1,46.7,51.4,32.6,35.6,9.1,8.4,54.3,60.2,33.4,33.8,72.8,,,,2016,,,,-15.78225451234,66.5,71.2
Kentucky,122.27809155708,95.803133074914,0.94300073887757,26–8,26,34,53.7,44.9,38.3,41.4,16.1,17.9,37.8,31.7,68.1,52.8,43,37,33,13.9,7.5,50.5,39.8,31.4,29.8,68,,,,2016,,,,5.0224262793274,68.3,69.9
Lafayette,99.10725972865,114.30629604778,0.1623551462335,6–24,6,30,50.5,52.9,31.6,35.1,18.2,16.7,22.3,32.9,69.8,47.9,52.5,36.5,35.7,5.8,9.2,54.9,52.8,38.5,36.4,70.5,,,,2016,,,,-19.224222854938,69.1,72.4
"North Carolina Central",97.290557724222,110.59959559221,0.18626465479194,10–19,10,29,47.7,50,38.7,37.9,20.4,18.5,33.9,31.1,67.1,46.3,49.3,33.9,34,4.3,10.5,50.1,54.4,32.3,37.6,66.6,,,,2016,,,,-15.46931563886,66.2,69.8
Iowa,116.04569182884,94.78457881741,0.91111605547491,21–10,21,31,51.8,47.4,33.4,25.2,15,18.9,32.3,31.4,69.3,48.7,48,38.2,31,12.8,7.5,58,53.2,35.1,38.7,70,,,,2016,,,,2.0132719323233,71.9,68.1
Alabama,105.32800331454,95.837243754465,0.74761291520559,18–14,18,32,50.1,46.4,41.2,39.8,20,18.1,28.2,34.3,66.1,49.1,44.9,34.3,32.8,14.2,9.5,46.9,48.4,43.3,34.5,65.8,,,,2016,,,,-0.63356184770505,64,66.9
"Tennessee Tech",107.16169225213,110.28045170356,0.41826246671643,17–11,17,28,52.4,50.4,44.5,33.1,17.9,16.1,27.8,31.8,70.3,51.3,48,35.9,36.7,9.2,9.9,55.2,54.7,42.6,35.1,70.2,,,,2016,,,,-5.8372047759956,74.7,66.8
NJIT,101.06940856765,106.34218231078,0.35782262256165,16–14,16,30,51.4,51.7,35.1,37.1,18.2,19.2,27.3,31.3,70.8,51.4,50.7,34.3,35.5,6.2,11.5,60.7,58.4,42.2,41.6,70.2,,,,2016,,,,-8.5901234986151,74.2,65.5
"Alabama A&M",99.222174454761,113.18867215435,0.18027469085697,10–18,10,28,46.6,50.5,38.4,39.5,17.6,17,31.6,31.7,65.4,49,51.7,28.4,32.1,5.8,8.1,54.4,48.4,37,32.4,66.2,,,,2016,,,,-14.882586861011,68.2,65.6
Dartmouth,98.881881272165,103.75378829358,0.36514814907149,9–18,9,27,47.5,52.7,38.2,42.3,20.8,20.9,32.8,29.7,68.6,45.9,52.7,34.3,35.1,5.1,12.1,52,53.7,28.8,40.4,68.2,,,,2016,,,,-12.284588773118,71.9,67.1
"La Salle",99.490546013541,105.96660569574,0.32624764874335,8–22,8,30,47.7,53.3,30.9,34.9,18.8,19.1,24.9,34.3,66.8,45.4,51.1,33.6,38.1,7.9,13.4,57.2,57.6,45.1,35.8,67,,,,2016,,,,-12.517136163154,66.7,73.5
Tulsa,109.1911993493,99.360486832371,0.7474349477675,20–11,20,31,50.4,48.3,40,34.8,15.5,20.6,28,30.4,69,51,44.7,32.9,36.3,7.5,9,53.4,51.2,36.6,36.8,69.5,,,,2016,,,,-1.0717201934554,67.8,74.9
Kansas,120.53466709408,91.279877638407,0.96072428077866,29–4,29,33,55.9,45.3,39,37.2,17.8,19.1,32.2,28.8,69.2,52.2,43.3,42.2,33,10.2,8.8,54.9,48.7,33.4,32.2,70.1,,,,2016,,,,11.446203625761,70.6,71.9
"Grand Canyon",104.60578799927,100.81299511346,0.60461062151521,23–6,23,29,50.1,48.1,41.9,35.6,17.1,19.1,32,27.2,69.9,48.1,48.3,36.7,31.8,6.6,9.3,55.5,45.9,28.8,36,69.8,,,,2016,,,,-0.87734026501106,70.3,66.9
"Michigan St.",121.41192125653,94.845905909935,0.94478687697465,29–5,29,34,56,42.6,30,34,17.5,14.2,37.2,24.2,66.9,51.1,41.3,43.4,30.2,13.2,8.4,71.4,48.7,35.3,32.5,67.6,,,,2016,,,,7.3516220734272,73,71.7
"Cal St. Fullerton",101.3956195698,108.20644011784,0.32133870837201,8–20,8,28,46.4,50.7,43.7,39.7,19,16.4,29.7,29,69.9,44.4,48.1,33.3,36.6,3.9,10.7,42.9,58.2,34.4,38,69.5,,,,2016,,,,-13.535501847243,69.3,73.3
"Southeastern Louisiana",96.459466934429,112.54617768909,0.14507433585832,10–21,10,31,51.1,52.1,37,41.9,21.5,19.1,29.4,33.6,70,49.1,49.5,36.5,37.5,7.5,10.8,56,59.5,35.2,37.7,69,,,,2016,,,,-15.67286973321,64,66
"UC Riverside",99.355015522465,104.26605627429,0.36474366634331,12–19,12,31,48.9,49.1,36.8,38.3,19.7,17.2,28.4,28.1,68.2,47,47.6,34.5,34.8,7.2,10.7,52.2,54.2,39.1,31.7,68,,,,2016,,,,-13.063562880809,71.2,71.4
Clemson,111.4284305507,98.165585055003,0.81112830356391,17–14,17,31,50.6,47.9,33.3,28.5,15.8,18,30.3,30.3,63.7,49.1,45.5,35.2,34.9,14.2,8.4,54.6,51.9,39.2,34,64.5,,,,2016,,,,-2.4384603492411,72.3,70.7
"Central Connecticut",92.088056481093,117.74563423666,0.055909584979215,4–25,4,29,44.8,53.4,31.1,30.6,19.9,14.8,29.9,30.2,68.8,42.3,53.2,34.2,35.9,9,9.3,50,52.7,28.2,32.7,68.4,,,,2016,,,,-21.805618121111,67.9,69
"Coastal Carolina",102.89643050962,102.75072356947,0.50407395137144,15–11,15,26,50.7,46.9,36.6,33.9,18.9,15.1,30.7,28.8,67.8,50.7,47,33.8,31.1,8.9,8.1,45.3,48.6,36.4,40.4,67.4,,,,2016,,,,-6.877337263566,66.9,65.2
"North Carolina A&T",95.377590155893,113.53446432925,0.11878126987438,10–21,10,31,45.8,51.3,37,48.5,19.5,18.2,29.8,31.5,68.5,44.8,51.7,31.8,33.8,7.2,8.3,45,59.6,34.6,41.6,68.7,,,,2016,,,,-16.663001331351,71.3,67.5
Washington,109.12943643293,97.097920836835,0.79304344484207,18–14,18,32,48.1,47.6,40.7,44.5,17.6,20.7,33.2,35.6,77.7,47.2,47,33.3,32.7,14.9,8.6,51.1,46.7,33.9,29.5,77.8,,,,2016,,,,-2.2059063730905,72.3,68.2
"Colorado St.",111.47441630495,109.3662398642,0.55467251762942,16–16,16,32,49.9,52.1,42.3,35.1,16.3,14.1,33,25.1,69.4,46.5,51.4,36.2,35.4,6.5,9.3,51.3,51.3,43.3,39,68.9,,,,2016,,,,-8.3825992655637,71.8,72.4
UMBC,98.813167685791,116.65067497038,0.12915413116532,7–25,7,32,50.1,56.6,42.2,38.8,17.4,19.4,24.9,28.9,70.7,50.4,56.4,33.1,38,5,8.6,50.1,53.9,36.5,36.7,70.2,,,,2016,,,,-20.372782326677,68.3,73.1
"Louisiana Monroe",106.18647262021,102.77441677027,0.59280976498221,18–13,18,31,50.8,47.6,32.6,33.4,17.9,16.5,31.5,31.1,66.6,50.2,46.5,34.7,32.9,8.9,7.9,53.1,47.7,32.8,37.9,66.5,,,,2016,,,,-6.1127367374681,69.3,71.1
"The Citadel",101.67308473639,117.13948406285,0.16404527617307,7–22,7,29,48.8,57.6,31.1,44.4,16.9,19.3,26.7,35.8,80.6,50.1,59.8,31.7,35.2,7,12,51.3,52.5,50.5,31.6,81.9,,,,2016,,,,-17.656329261533,73.3,70.1
