TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,,2P%,2P%D,3P%,3P%D,,,,,3PR,3PRD,ADJ T.,,,,,,,,WAB,,
Hofstra,109.77957450918,103.41148571129,0.66534870363426,23–9,23,32,51.1,49.8,40,24,16.3,16.4,31.7,29.7,69.9,49.7,48.2,35.5,35.4,7.6,9.9,55.8,51.7,39.7,33.8,70.3,,,,2016,,,,-1.4562623733865,69,67.1
"UMass Lowell",99.405385167276,114.75653670415,0.16090969658567,10–18,10,28,53.6,54.5,33.2,38.4,21.3,19.2,25.1,32.9,74,53.2,53.9,36.2,37.1,6.1,8.4,52.8,48.7,39.2,35.2,73.7,,,,2016,,,,-13.092748456794,67.9,71.1
"South Alabama",95.085807900156,103.35542516284,0.27707212494775,12–19,12,31,46.1,48.4,38.3,38.7,20.6,18,30.5,32.5,70.3,45.1,48.4,31.9,32.2,10.7,9.3,44.4,54.9,34.8,36.9,70.6,,,,2016,,,,-12.457869820599,67,70.8
Butler,117.93802896149,99.361181488758,0.87772649860962,21–10,21,31,52.5,49.4,39.8,36.2,14.5,18.6,32.8,27.8,70.1,50,48.5,38.7,33.9,9.3,10.7,51.3,50.9,30.5,36.9,69.2,,,,2016,,,,2.0752258373726,73.1,71
"SIU Edwardsville",94.968865894313,108.15728065066,0.18310816707974,6–22,6,28,44.8,51.8,36.9,43.9,19.7,17.6,32.4,29.3,67.8,44.4,50,30.4,37.2,10.5,9.1,47.8,53.7,32.6,30.7,67.3,,,,2016,,,,-16.573057970147,70.4,70.7
"Northern Colorado",101.74338592335,118.10059115301,0.15258697312424,8–21,8,29,50.7,55.9,43.4,48.4,19.9,17.7,29.2,29.8,69.9,48.8,54.4,36.4,38.8,7.7,8.7,40.8,55.5,31.9,39.9,69.6,,,,2016,,,,-15.865924802108,72.5,74.4
Wisconsin,110.16060419518,95.612220292018,0.83601136061416,20–12,20,32,49,48.5,39.7,34.3,17,18.8,33.6,28.2,64.1,46.6,45.1,35.8,38,8.5,9.2,49.4,46.8,33.8,29.3,64.2,,,,2016,,,,0.48728464234474,70.7,70.7
"Florida A&M",83.138765520735,106.9820982223,0.052166915262694,6–21,6,27,44.8,50.3,42.5,38.5,22.5,20.3,25.4,31.2,70.1,44.4,50.4,30.4,33.3,5.8,8.7,50,46.2,35.1,35,70.4,,,,2016,,,,-18.176677425829,58.9,69.3
TCU,99.911951415279,96.932678391115,0.5861652573938,12–21,12,33,45.7,50.9,45.6,41.4,20.7,21.1,29.3,31.5,70.1,43.7,50.2,33.5,34.8,10.9,12.1,52,60.3,30.8,35.8,70.3,,,,2016,,,,-6.7951378061135,67.1,69.9
"Middle Tennessee",102.22668044673,98.551710912787,0.60372971049146,22–9,22,31,51.8,48.5,35.7,42.8,17.2,19.4,28.2,25.5,69.2,48.2,47.2,38.9,34.1,9.7,7.5,50.3,49.3,35.7,33.8,68.6,,,,2016,,,,-2.9875677437423,60.7,66.8
Oregon,117.73356953152,96.892787177987,0.90382094995034,27–6,27,33,52.3,49,40.2,32.3,16.3,20.6,34.6,31.3,69.5,52.2,46.2,35.1,36.4,15.3,8.3,49.9,53.3,33.9,33.8,69.1,,,,2016,,,,6.7144645648614,71.5,70.3
Harvard,99.870223951061,99.248563518365,0.51794418283023,12–16,12,28,51.8,46.6,31.5,33.5,21.5,16.8,29.6,28.4,67.1,48.1,46.4,39.2,31.3,13.4,7.1,61.8,51.8,34.8,34.5,66.9,,,,2016,,,,-8.7504644411077,59.1,71.7
Florida,108.24733570438,92.659726961714,0.85669115767055,19–14,19,33,47.9,46.4,41,36.4,16.3,18.4,33,29.5,70,48.6,43.9,31.2,34.5,11.1,9.6,51.4,48.4,36.9,31.5,69.8,,,,2016,,,,0.11840170471467,64.4,67.3
"Saint Joseph's",113.00027914557,96.872018058899,0.8545813910189,27–7,27,34,51.3,47.9,37.7,24.5,14.3,16.2,28.3,25.8,70.5,52.5,48.9,32.7,31,9.3,6.9,55.5,49.7,35.7,41.3,71.2,,,,2016,,,,3.5638255621935,71.3,69.1
"Saint Mary's",119.58683745335,99.274704414968,0.89480102170223,26–5,26,31,59.1,46.4,30,24.7,15.3,15.6,30.7,26.2,62.5,56.8,44.9,41.8,33.1,9.1,7.4,60.9,46.8,38.9,31.8,62.4,,,,2016,,,,2.0607943551217,69.7,67.5
"Texas A&M Corpus Chris",100.50733797824,102.21244785047,0.45178493828629,23–7,23,30,49.2,48.4,37.8,44.8,17.8,22.9,31.3,33.3,69.6,48.5,46.2,33.9,34.8,13.1,6,49.7,55.7,32.9,36.5,69.3,,,,2016,,,,-1.7230462645277,74.1,71.5
"Ohio St.",105.47570796613,96.298544308326,0.74016299182686,20–13,20,33,50,46.7,36.3,30.7,18.8,17.4,29.9,28.7,67.9,49.5,44.2,34,34.1,14.5,5.7,45.7,51.2,32.7,36.5,68.8,,,,2016,,,,-1.0333974132735,67.2,71.8
"Florida St.",111.55218974639,98.39157944709,0.80902375627587,19–13,19,32,52.2,50.7,37.6,37,18.1,19.1,32.9,28.7,71.9,52.2,49,34.7,35.8,11.2,7.6,47.5,50.2,32.2,36.7,72.7,,,,2016,,,,0.15203220714077,68.9,68.1
"Seton Hall",111.148558127,92.505103559334,0.89201053732196,25–8,25,33,50.2,45.3,40.6,33.7,19.5,19.2,35,30.7,70.7,49.1,44.3,35.3,31.6,11.7,9.9,51.3,50.9,29.6,33.1,70.3,,,,2016,,,,5.2992863410856,66.6,67.9
"North Carolina",120.11911414591,94.275219785982,0.94191749464449,28–6,28,34,52.1,47.4,32.2,29.7,15.4,18.6,39.8,29.9,70.7,53.9,43.7,31.4,36,11.3,6.5,58.5,45.7,26.7,35.6,72.3,,,,2016,,,,8.5326131944008,73.8,69.9
"Houston Christian",100.15998640619,112.530468348,0.20763584202673,13–16,13,29,50.8,51,45.9,37,21,16.6,29.5,32.1,71.2,49.9,49.3,35.2,36.2,7.8,10.1,51.3,55.5,30.2,32.6,71,,,,2016,,,,-10.641822229607,72.8,72.7
Lehigh,104.06991659175,105.88517229344,0.45044788983834,16–15,16,31,52.1,51.1,31.7,28.8,19.3,18.6,29.1,29.3,67.1,48.5,48.8,39.3,36.4,8.8,10,58.5,59.9,33.9,38.9,68.8,,,,2016,,,,-9.4432801012386,72.6,71.7
Navy,98.723136069961,101.0852559529,0.43243654734752,18–14,18,32,49.5,48.9,42.8,39.4,19.9,20.3,32.6,27.2,65.1,50.8,45.9,30.5,35.4,12.4,7.7,55.1,57.5,26.3,41.7,65.7,,,,2016,,,,-9.8408989616333,64,70.6
"Saint Francis",99.597259281859,112.18643021179,0.20281135982329,12–17,12,29,48.3,50.8,38.5,29.9,18.5,16.4,31.5,30.8,67,45.3,52.3,35.8,32.1,7.9,11.3,49.6,50.6,35.5,35.3,67,,,,2016,,,,-13.364187106897,69.6,72.1
"Santa Clara",100.8433746812,106.68226008083,0.34359989193441,10–20,10,30,47.9,50.8,33.8,36.8,16.9,16.7,24.4,30,66.5,45.2,50.4,34.8,34.4,7.9,8.8,53.6,57,39,39.1,66.5,,,,2016,,,,-11.772042831241,71.6,72.6
"Loyola Marymount",103.23457914004,106.49614380513,0.41151487930477,13–17,13,30,47.5,53.5,28.4,42.7,16.2,20.2,28.9,31.7,67.9,45.7,51.6,33.9,37.7,8.6,9,60.2,64.1,35.1,39.8,68.4,,,,2016,,,,-8.8487440338527,72.6,72.5
Delaware,100.50690212836,109.88738303917,0.26383294533488,7–23,7,30,45.3,51.8,42.2,31.9,17.7,13.5,29.6,28,67.4,43.7,51.4,32.5,34.8,9.2,10.5,47.7,62.4,31.1,47.2,68.2,,,,2016,,,,-15.100599782146,68.5,70.7
"Miami OH",96.773947111034,104.03753568174,0.30315890784592,12–20,12,32,45.3,51.2,36.1,38.6,18.5,20.8,27.9,31.2,65.5,44.8,49.2,30.8,35.9,7.2,8.7,47.1,56.1,32.8,42.2,65.3,,,,2016,,,,-13.20674488013,73.5,74.7
"New Mexico",108.20437641497,100.49981835523,0.70045338480072,17–15,17,32,52,48.5,43.9,37.1,21,17,30.5,28.6,72.2,51,48.4,36.3,32.5,11.2,10.5,55.7,56,30.3,39.7,71.8,,,,2016,,,,-6.6990383103915,73.8,68.5
"Coppin St.",95.116794523134,111.57663976106,0.1375878370794,7–22,7,29,44.2,52.8,37.2,43.1,17.7,18.1,30.7,34.8,71.3,40.6,51.8,33.4,36.7,7.2,10.5,47.6,52.2,37.4,32.1,71.1,,,,2016,,,,-16.067029198074,70.1,63.8
Temple,106.31446322356,98.073075162853,0.7166525830267,21–11,21,32,46.9,46.7,27.1,28.6,13.7,16.6,29,29.8,66,44.5,46.5,34,31.4,7.8,9.6,54.7,50.3,37.8,31.9,66.7,,,,2016,,,,-0.043723777885755,68.4,74
Monmouth,105.9797888499,97.620000416529,0.72009020830998,27–7,27,34,50.1,45.5,39.2,36.9,16.8,20.3,28.9,31.2,73.9,47.2,44.7,37,31,10,10.4,46.1,50.2,34.8,41.8,73.6,,,,2016,,,,-0.045550970248723,76.6,69.6
Southern,99.982780355622,106.00691129382,0.33786508868936,19–12,19,31,48.7,47.7,38.7,39.7,16.3,19.5,28.2,31.7,69.5,47.4,47.5,34.5,32,9.1,8,41,48.7,29.5,35.6,69.6,,,,2016,,,,-7.9574725402165,67.3,66.6
"Southern Miss",94.836755767285,109.58966055111,0.15939469393533,7–20,7,27,49.4,51.6,36.1,38.9,20.3,17.7,23.3,29.4,64.7,45.2,50.2,35.9,35.5,7.2,11.8,57.1,57.7,48.5,44.2,64.1,,,,2016,,,,-15.792920871196,70.6,70.1
California,112.51972700061,93.035553632167,0.89904776335293,23–10,23,33,52.5,44,41.6,37.2,17.5,14.1,32.4,25.7,68.2,51,40.9,36.9,35.1,11.1,7.8,48.9,47.4,33.7,26.5,68.8,,,,2016,,,,2.2941109275583,65.6,70.6
"Georgia St.",100.26794135076,99.079130281196,0.53423701021946,14–14,14,28,48.5,47.9,37.5,41.3,18,21.2,24.5,31,64.9,47.1,47,34.8,32.8,9.6,7.9,50.2,58.4,27.2,40.7,65.4,,,,2016,,,,-8.440679200797,69.4,73.3
"Miami FL",118.79294452287,95.409677145084,0.92558876191792,25–7,25,32,53.9,48,40,28.8,16,17.5,30.5,29.2,66.2,53.4,46.9,36.6,33.6,9,7.3,49,46.2,34.1,29.8,67.2,,,,2016,,,,6.8679846278357,75.1,70.7
Georgia,106.79302182385,95.396091842562,0.78546992007338,19–13,19,32,47.9,44.7,44.3,41.5,19.6,15.6,32.5,29.8,68.2,44.6,42,36.6,32.7,14.6,10.2,53.2,49.5,31.7,38.8,67.8,,,,2016,,,,-0.82735538373026,70.2,70
"North Dakota",98.447918252192,101.02155346639,0.42634685608362,14–15,14,29,50.6,51,39.1,39.1,18.3,19.8,23.9,25.8,71.9,48.9,50.5,36.5,34.5,7.5,7.3,49.7,53.7,29.5,39.5,72.4,,,,2016,,,,-10.374015409931,68.2,62.8
Princeton,111.41840972906,99.464422938547,0.78670284729102,21–6,21,27,54.5,49.3,34.6,30,16.3,18.4,28.2,26,69.3,52,47.5,38.7,35.9,8.5,11.5,54,46.3,41.7,28.4,69.6,,,,2016,,,,0.07380843358079,71.3,66.5
"Saint Louis",96.320726184986,100.98730172689,0.36723909322237,11–21,11,32,47.7,50,37.8,39.3,19.5,18.5,20.7,27.9,69.4,46.9,50.5,32.8,32.8,6.2,12.3,58.8,57.3,35.2,40.6,69.6,,,,2016,,,,-11.533420417828,70.3,71.4
"Arizona St.",108.65086829187,99.627798848194,0.73047470905376,15–17,15,32,48.1,52,37.8,38.1,17.1,18.3,31.5,27.8,69.8,46.6,51.4,33.6,35.4,7.3,12.9,50.9,58.2,39.4,34.9,68.9,,,,2016,,,,-4.1194059901929,68.7,70
"Purdue Fort Wayne",110.34353645504,107.60054172277,0.57187079906869,22–9,22,31,54.6,52.6,33.9,30.4,17.1,15.6,28.2,26.5,69.9,49.6,49.9,40.7,38.6,8.2,8.9,54.4,46.7,43.5,34.3,70.2,,,,2016,,,,-2.5555547840837,71.7,68.8
Iona,108.88312423422,102.75375238822,0.66067558950751,22–10,22,32,53.8,48.5,32.5,36.2,17.6,19.4,29.4,31.3,72.3,52.3,45.8,37.2,35.5,10.7,8.5,60.7,53.4,44.2,36.1,72.6,,,,2016,,,,-3.3484333535827,71.2,69.5
Stetson,102.73901438004,114.44857595557,0.22422070138033,8–22,8,30,51.2,54.5,33.8,30.8,16.8,15.7,25.2,32.9,72.4,49.4,54.7,36.2,35.9,4.9,12.1,50.7,49.7,36.2,32.3,71.4,,,,2016,,,,-16.478555245853,72.1,68
Marshall,109.46051666134,107.43373331605,0.55352693730226,17–16,17,33,54.2,52.3,31.2,35.9,16.4,17.1,26.6,30.9,77.6,57.2,50.7,33.7,37.4,6.8,7.1,54.5,45,45.1,29.8,78,,,,2016,,,,-8.5374553592153,69.3,69.8
"Eastern Michigan",105.36820788461,104.40012386746,0.52651163764936,14–15,14,29,48.8,50.6,43.5,42.9,17.4,20.9,31.1,36.9,71.6,49.5,47.6,31.5,36.8,9.8,8.5,42.6,58.7,31.9,39.4,71.2,,,,2016,,,,-7.6304598486564,73,70.5
Niagara,93.050892703698,106.79388090949,0.17020549119418,7–25,7,32,44.9,49,34,35.5,21.1,16.9,32.8,31.3,67.3,46.2,46.4,28.2,35.7,8.7,10.9,47.2,58.4,32.3,36.3,66.8,,,,2016,,,,-19.173398870985,69.5,74.2
Campbell,98.880641454973,112.31209314358,0.18774453769887,9–18,9,27,49.5,53.5,41.4,39.3,16.4,18.9,22,30.6,69.7,50.7,52.1,31.7,37.8,6,8.3,43.8,46.5,39.4,32.1,69.2,,,,2016,,,,-14.95535629417,71.8,68.2
Mercer,104.74870755472,106.18913696326,0.46081493532021,16–15,16,31,49.8,49.6,32.3,33.6,18.8,16.5,36.2,27.3,65.1,48,45.3,35.8,36.6,7.5,10.9,55.9,59,31.3,44.6,64.2,,,,2016,,,,-10.310431215866,74.1,71.3
"Savannah St.",87.273382242675,102.62142512922,0.13435213372898,14–15,14,29,45.3,49.1,39.3,41.4,21.9,22.1,26,30.6,67.2,44.6,48.1,31,34.1,7.2,11.5,49.3,50.5,38.3,33.7,67.2,,,,2016,,,,-11.087009281353,66.4,73.4
"Oregon St.",109.83119780029,98.13896101349,0.78489810241675,18–12,18,30,49.9,49.4,37.2,39.3,16.8,19.5,29.4,32.3,68.6,47.1,49.5,37.3,32.8,9.6,9.9,52.8,58.4,31.8,39,68,,,,2016,,,,0.3237486148483,68.1,69
Lipscomb,101.66029551877,108.9650628043,0.3104555124857,10–21,10,31,51.5,52.9,34.7,35.8,18.6,17.7,26.9,30.3,74,50.6,51.1,35.1,37,7.6,11.4,61.5,58.3,45.4,40.9,73.8,,,,2016,,,,-15.783492352924,69.8,73.8
"Kennesaw St.",100.16269830363,108.29806898431,0.28945098015435,9–20,9,29,48.7,53.2,33.5,39,18.5,18,28.3,34.6,70.4,47.2,54,35.1,34.5,8.2,8,46.1,49.8,28.2,34.6,69.7,,,,2016,,,,-12.838129692084,69.7,68.6
"James Madison",106.50095529064,98.993797758244,0.69859424004263,20–11,20,31,51.6,45.5,37,37,17.2,15.4,29.5,27,67.7,50.9,47.3,35,28.7,8.5,7.1,48.2,52.4,42,42.5,67.7,,,,2016,,,,-4.2052561380213,68.3,70.3
Georgetown,110.8200028996,98.3154356819,0.79848491889419,15–18,15,33,51.2,46.6,37.9,49.3,19.1,16.3,28.3,28.4,69.2,51.4,44.1,33.9,34.9,11.5,8.3,60,53.8,41.4,31,68.9,,,,2016,,,,-4.1608288478318,75.1,72.2
"USC Upstate",100.99831718919,115.10070312537,0.18196495755951,7–21,7,28,50.1,54.6,30.9,36.6,20.2,15.1,33.1,31.9,68.1,48.4,53.1,35.7,38.1,8,7.4,55.6,59.2,33,37.8,67.2,,,,2016,,,,-16.041647420591,64.2,70.2
"Morgan St.",93.976598327791,107.23935779208,0.17972650056066,8–22,8,30,44,50.7,35.8,38.5,16.7,20.8,30.4,33.9,69.1,43.6,52.5,30.1,31.2,5.4,10.1,47.5,53.4,28.7,31.8,70,,,,2016,,,,-17.25848346446,68.3,67.8
"New Hampshire",99.024780966946,106.23181590975,0.30833487900793,17–12,17,29,46.6,50.9,37.5,34.8,16.7,15.5,29.9,21.7,67.9,45.5,49.4,32.4,35.6,4.6,9.5,47.5,42.2,34.4,36.4,68,,,,2016,,,,-7.409807813502,72.8,70.2
"Iowa St.",120.38823796061,98.853068152706,0.90606460605716,21–11,21,32,56.8,49.5,25.5,24.2,16,17.1,27.3,30.7,71.7,56.7,49,38,33.6,10.1,7,53,50.1,35,35.7,72.3,,,,2016,,,,3.5223229396333,70.6,68.5
Vermont,106.93904824122,105.95072941425,0.52666864066783,20–13,20,33,54.8,49.8,37.3,36.9,19.3,16.6,28.2,28.1,68.9,53.3,46.7,38.7,37.3,11.2,9.8,49.3,51.4,31.5,33.6,68.2,,,,2016,,,,-6.381423011319,70.9,68.4
Purdue,116.56256484159,92.761383246015,0.93255238032776,26–8,26,34,53.7,44.3,35.1,27.7,17.5,13.8,35.3,23.3,67.9,52.9,43,36.8,31.3,11.6,7.9,64,51.3,35.5,33,68.8,,,,2016,,,,4.4502365092407,74.2,70.7
Drake,103.46197973221,111.87482682342,0.28925009268187,6–24,6,30,50.7,51.9,33.6,30.5,20.5,14.6,25.5,27.8,65.8,47.2,49.6,38.2,37.7,5.1,12.3,51.4,46.2,34.5,32.1,66.3,,,,2016,,,,-16.744815426229,73,70.2
Marquette,107.55753196797,98.072326267571,0.74301290484108,20–13,20,33,52,48.7,40.5,28,20,19,28.1,30.7,72.4,52.4,47.2,33.9,34.3,10.1,8.2,60.3,60.3,30.3,34.6,71.3,,,,2016,,,,-0.96401025477529,72.6,74.1
"Holy Cross",97.271734283382,107.61686575606,0.23825093163691,14–19,14,33,47.9,53.2,36.1,33.8,16.6,20,23.6,29.6,64.7,47.1,52.2,32.7,36.5,8,9.4,62.3,59.3,40.4,41.2,64.6,,,,2016,,,,-14.253232535223,69.3,72.3
Houston,116.01190053304,104.175817338,0.77513668726881,22–9,22,31,52.4,46.9,34.8,36.7,15.5,18.4,36.2,33,66.3,52.2,48.1,35.2,29.8,10.4,8.6,46.1,48.5,32.4,35.1,67.4,,,,2016,,,,-1.1377379970564,70.3,70.3
Hampton,98.043184479584,106.90217097502,0.26996108984921,20–10,20,30,47.2,48,42,36.4,18.9,16.9,34.9,27.4,71.9,47.6,47.2,30.9,33.2,9,10,47.7,41.5,34.7,32.6,72.1,,,,2016,,,,-6.1459934403046,65.4,72.7
"Western Michigan",102.47859096089,104.50855175566,0.44384479957505,11–19,11,30,47.6,52,43.8,38.5,17.9,17.1,30.6,25.5,68.4,46.3,51,33.7,35.6,7.6,9.1,47.5,54,30.4,41.2,69,,,,2016,,,,-12.028653953552,71.4,69.6
"New Mexico St.",101.64440504547,96.836477898234,0.6358165757261,21–10,21,31,50.5,44.5,38,28.7,20.5,16.2,36.1,25.5,66.9,51.3,41.8,32.4,33.6,11.9,5.2,53.6,46.4,28.2,31.3,66.5,,,,2016,,,,-3.9790425034552,67.4,66.8
"Ball St.",101.5529206408,101.64382174059,0.49742773067448,18–13,18,31,52.3,46.8,35.1,38.2,19.8,16.5,27.3,26.5,66.3,49.9,44,37,34.5,10.4,6.6,60,50.2,42.4,35.4,66.2,,,,2016,,,,-8.1650938288699,68.3,70.2
Milwaukee,110.83911774016,106.43971419258,0.61438006888026,18–13,18,31,52.8,51.4,38.3,29.6,15.8,15.6,27.1,25.6,67.9,51.9,48.7,35.9,38.3,6.2,9.3,64.2,48.3,45.2,31,67.1,,,,2016,,,,-6.6251715088789,77.4,70.2
Portland,107.07642066801,108.49982371165,0.46210625088423,11–20,11,31,49.9,52.4,31.4,41.4,16.8,18.4,30.7,34.2,72.3,47,49.4,36.3,38.5,10.4,9.6,48.1,51.7,38.9,35.8,72.8,,,,2016,,,,-12.205572166245,72.8,69.8
Albany,104.94488920393,102.00113482472,0.5810757959819,23–8,23,31,50.8,48.5,44.7,26.9,18.7,19.2,35.3,26.1,67.5,51.8,50.3,32.4,30.5,4.6,10.8,49.4,50,31.9,39.6,67.2,,,,2016,,,,-3.8375010615953,74.9,67
"San Francisco",105.16740539538,109.83694545063,0.37763452330831,14–15,14,29,50,51.7,39.1,35.8,17.8,16,33.4,30.2,70.7,48.5,47.8,35.1,38.6,7.6,12,46.2,52.2,36.1,39.2,71.1,,,,2016,,,,-8.3124243533161,67.6,71.4
Bucknell,104.51564960534,105.07417357653,0.48468191162718,16–13,16,29,52.1,49.2,44.3,42,18.9,18.1,30.3,28.7,71.3,51.1,47.4,36,34.9,8.4,11.7,58.6,57.4,35.2,35.7,72.2,,,,2016,,,,-8.9391513390508,71.6,66.8
Connecticut,110.38199067807,93.33618347238,0.8731387076319,24–10,24,34,52,44.2,29.7,34.5,16.5,18.1,29.1,29.2,66.4,50.9,41.3,36.2,32.7,14,9.2,52.3,52.6,33.7,36.7,66.9,,,,2016,,,,1.232848278533,78.7,65.8
"Florida Gulf Coast",102.31941759246,103.04771250401,0.47961994633762,16–13,16,29,51.2,48.1,36.4,36.1,16.9,16.2,31.5,27.5,69,50.9,49,34.6,31,10.6,7.3,45.7,47.2,24.4,36.7,67.7,,,,2016,,,,-8.2683745225818,64.5,69.5
"San Jose St.",96.477688941169,103.40092442314,0.31067309176935,6–22,6,28,46.8,49.6,38.5,47.5,19.2,17.2,27.1,29.7,70.1,48.2,47.9,29.8,35.4,10.1,8.9,58.8,52.5,40.1,33.4,70.6,,,,2016,,,,-15.286246131461,64.9,68.9
"Utah Valley",99.31525471286,109.29064455968,0.24961183405607,9–18,9,27,48.6,49.9,34.5,37.7,17.4,16.6,22.9,31,74.4,46.3,50.3,34.6,32.6,7.2,9.2,55.7,51.8,40.8,29.2,75.3,,,,2016,,,,-12.071271367071,72.6,69.7
Missouri,102.32739825252,102.18022495316,0.504137876547,10–21,10,31,47.2,49,39.6,40.8,18,16,26.8,29.8,69.2,47.6,48,31,33.6,7.4,11.4,49.6,56.4,32.5,39.2,68.9,,,,2016,,,,-9.4479870369051,70.8,69.6
Cincinnati,109.47846214986,92.738874769934,0.87082928443267,22–10,22,32,49,45.3,33.5,26.9,16.4,20.6,36.8,30.6,65.8,47.5,40.9,34.5,35.6,15.5,8.6,60.1,50.8,36.4,35,66.2,,,,2016,,,,0.36093859612939,70.4,67.7
"South Dakota St.",110.51111136107,100.66604116501,0.74517402021053,24–7,24,31,51.4,47.7,40.6,39.7,17.1,17.1,32.4,25.5,68.6,49.7,46.8,36.2,33.1,5.7,10.4,44.2,47.3,36.8,32.3,69.3,,,,2016,,,,-1.0224414675831,74.2,72.1
"Boston University",102.01096654029,107.26509169859,0.35949335222104,17–14,17,31,52.2,49.4,37.1,34.3,19.4,16.6,26.5,28.1,69.5,51,49.4,36,32.9,10,6.9,51.7,53.5,38.6,36.4,70.6,,,,2016,,,,-9.791405009794,71.4,68.9
"Air Force",97.390708499656,105.40016433592,0.28722827577095,12–18,12,30,48,51.8,39.6,37.2,18.8,19.4,24.3,28.1,68.8,47,51.3,33.4,34.9,5.5,11.7,56.1,59.2,34.3,46.7,67.9,,,,2016,,,,-10.744162820288,67.4,71
"Texas Tech",112.4471629765,98.543642165868,0.82021653358384,19–12,19,31,49.9,49.3,43.1,32.9,17.7,18.9,31.7,32.4,66.9,49.2,47.2,34.5,35.2,11.8,8.5,53.2,45.9,30.4,37.9,67.3,,,,2016,,,,1.2529153553221,74.6,70.4
Bradley,85.337605031862,100.69264162901,0.12979625973043,4–27,4,31,43,49.7,38.3,52.2,25.4,17,24.9,26.7,67.3,43.9,48.7,27.7,34.5,7.4,10,48.2,54,37.3,32.3,68.1,,,,2016,,,,-17.658272151935,67,66.4
Troy,98.371145389865,107.22904541647,0.27061080881864,7–22,7,29,45.8,50.9,38,35.1,16.8,17.8,29.1,31.8,69.1,45.3,49,31.2,36.2,7.5,10.2,46.5,53.9,37.6,35.7,69.4,,,,2016,,,,-16.127752836178,63.4,70.1
Gonzaga,116.98221511288,96.344739042658,0.90308872505852,25–7,25,32,55.3,45.1,35.9,28.3,16.5,14.9,31.9,25.9,68.3,54.6,44.9,37.6,30.3,7.4,7.6,49.6,43.8,35.9,33.1,68.2,,,,2016,,,,2.2008096066061,76,70.7
"South Florida",97.343852024968,103.96844593402,0.31926849661388,8–25,8,33,45.4,47.2,33,35.6,21.9,14.3,34.6,32.5,67.1,46.2,46.9,28.6,31.9,14.2,7.6,42.8,60.6,25.1,37.2,67.7,,,,2016,,,,-14.670591312247,66,68.6
Army,100.12541052428,104.7307053203,0.37352085462968,18–13,18,31,49.7,49.4,32.3,32.3,18.4,16.4,31.2,26.7,72.4,49.3,48.2,33.6,35.1,7.9,9,56.4,45.3,42.2,27.6,73.3,,,,2016,,,,-9.1699813650452,69.5,66.6
"Loyola MD",100.68369094992,110.2186982698,0.26104361968438,9–21,9,30,47.7,52,38.4,40.9,18.9,17,31.4,30.6,67.4,48.7,50.2,30.4,37.2,8.9,11.1,46.2,53.6,31.1,32.7,68,,,,2016,,,,-15.981414721906,71.2,69.3
Belmont,112.75215677343,108.0374764157,0.62039149876212,19–11,19,30,58.5,50.4,34.4,36.7,19.4,16.6,26.5,30.9,72.9,62.5,49.4,36.4,34.8,5.8,10.9,60.3,47.5,49.9,34.7,72.8,,,,2016,,,,-4.720555187402,72.3,71.7
Siena,106.49037515095,103.21826110343,0.58877447755007,21–12,21,33,51.8,47.1,40.9,38.4,22.1,17.2,39.6,29.8,70.9,50.6,46.5,36.5,32.1,11.7,8.9,53,46.3,29.2,35.1,70.9,,,,2016,,,,-6.1831970666029,72.3,71.4
"Southern Utah",97.608182765626,117.97779949998,0.10159249635228,4–24,4,28,49.3,57.7,35.4,45,18.8,17.4,23.9,31.2,69.4,46.5,55,36.4,42.2,7.1,10.9,48.4,47.6,34.5,32.1,68.8,,,,2016,,,,-18.419411558134,70.9,71.8
"N.C. State",112.68823459733,102.50745705676,0.7481799783873,16–17,16,33,48.5,50.6,38.9,29.7,16.1,15,36.3,30.4,68.4,46.9,47.5,34.8,37.4,11,9.7,44.2,53.1,29.8,36.5,68.5,,,,2016,,,,-3.9997435343942,69.9,69.4
Pittsburgh,115.29775997028,98.223934246713,0.86331291653084,20–11,20,31,51.3,50.5,36.6,32.6,17.4,17.1,37.4,27.5,66.4,50.7,48.7,35.1,35.8,9.4,8.5,62.9,54.9,30.8,34.3,66.6,,,,2016,,,,1.7717994342256,75.8,66.4
Montana,104.01766533061,103.44162453407,0.51596032556383,18–11,18,29,53.1,49.4,37.8,45.1,18.2,18.8,28.6,25,66.9,51.9,49.7,36.7,32.5,7.3,9.3,51.2,46.1,37,36.6,66.1,,,,2016,,,,-5.6098242117269,69.1,71.6
Massachusetts,102.67835502148,101.84043535243,0.52354063876985,14–18,14,32,49.1,48.3,36.5,40.2,17.5,17.1,25.9,30.4,71.7,48.8,49,33,31.3,9.1,9.2,54.2,57,37.3,35.6,71.6,,,,2016,,,,-8.5226754829576,69.9,72.9
"Mount St. Mary's",92.793058962759,101.05088660601,0.2728119601423,14–19,14,33,45.8,50.2,30.6,40.4,17.2,24.6,25.3,33.7,69.8,44.8,50.1,31.7,33.7,9.5,8.1,45.8,45.2,36.2,28.9,69.8,,,,2016,,,,-13.707531999055,69.2,71.2
Bryant,93.911030084614,112.61381074984,0.11021077585503,7–23,7,30,47.3,51.5,26.9,31.6,19.9,16,26.2,33.5,68.4,46.9,53.1,32,32.7,7.5,9.5,55.7,56.7,33.8,40.5,68.2,,,,2016,,,,-17.564061694935,64.2,72.9
