TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,,2P%,2P%D,3P%,3P%D,,,,,3PR,3PRD,ADJ T.,,,,,,,,WAB,,
"Oklahoma St.",107.98499952846,103.92736494965,0.60836647901599,1–8,1,9,48.1,55.9,36,21.6,19.1,13.5,22.4,31.5,66.6,50,56.2,30.2,36.9,5.2,8,41.6,50,40,30.2,67.3,,,,2024,,,,-1.6361184490803,69.9,76.7
Wagner,94.155302445799,103.28847118278,0.25641760245739,0–1,0,1,36.1,53.4,14.8,19,14.5,19.3,29.5,40,62.3,37.1,56.4,23.1,31.6,5.1,2.9,52.6,53.6,42.6,32.8,63.2,,,,2024,,,,-0.34269319209136,77.8,90.9
"Bethune Cookman",95.847245789771,108.41650397455,0.19511931174104,0–1,0,1,45.3,64.7,15.6,47.1,22,22,30,22.2,72.6,47.9,62.5,25,44.4,4.2,10.4,40.7,63,25,52.9,73.1,,,,2024,,,,-0.3253387714863,40,79.2
Wofford,118.69759475125,112.49247158423,0.64964212152238,0–1,0,1,45.9,55.1,13.1,39,22.1,12.6,40.5,44.1,63.4,54.2,50,27,40.7,3.1,20.8,65.2,59.3,60.7,45.8,61.9,,,,2024,,,,-0.15138140713521,62.5,73.9
Towson,93.387,100.07516666667,0.31100000360876,0–2,0,2,41.7,53.2,46.9,32.4,16.7,19.8,21.4,33.3,63,37.3,47.3,34.5,44.1,6.8,11.9,42.9,68,30.2,31.5,65,,,,2024,,,,-0.39497954916302,57.8,71.4
"Delaware St.",94.026816870466,99.656197276352,0.33879216276997,0–2,0,2,43.2,59.6,30.6,42.1,26.4,20.3,25.7,32.3,73.7,44.3,55.6,26.1,43.1,1.6,8,53.3,64.9,20.7,44.7,73.5,,,,2024,,,,-0.5907184642054,64.7,79.2
"Norfolk St.",87.500682396358,103.72315452729,0.12391079653335,0–1,0,1,36.2,54.5,42.6,25.8,30.4,15.2,20,35.1,72.3,36.8,54.5,22.2,36.4,0,18.4,6.3,76.7,19.1,50,70.6,,,,2024,,,,-0.15138140713521,80,88.2
Liberty,97.044333333333,119.61066666667,0.08284142045419,0–1,0,1,41.3,70,9.5,33.3,13.6,12.1,20.5,42.3,66.2,39.3,65.6,28.6,50,3.1,14.3,71.4,60,55.6,46.7,61.8,,,,2024,,,,-0.34214086163922,66.7,85
"UNC Wilmington",108.616,80.744,0.96802034883537,1–0,1,1,51.5,44.9,30.8,42.4,15.6,17,22.5,20.5,76.7,50,45.2,35.5,29.4,0,11.8,28.6,58.3,47.7,28.8,71.5,,,,2024,,,,0.71582890745052,65,80
"Le Moyne",107.08335996251,117.74750674859,0.2512884963596,0–1,0,1,43.2,60.2,16.9,22,10.9,12.5,15,31.3,64,35.3,61.9,36,39.5,23.8,11.8,66.7,60.7,42.4,64.4,67.9,,,,2024,,,,-0.32108477107606,60,92.3
Presbyterian,111.61605378518,113.07833829241,0.46264886433621,0–1,0,1,49.1,62.5,28.1,41.1,21.8,13.1,35.3,23.1,68.8,43.2,54.8,40,57.1,9.5,24.3,29.2,41.9,35.1,25,68.1,,,,2024,,,,-0.33059599038258,75,91.3
Michigan,111.81879026066,104.80878770887,0.67798629302253,1–10,1,11,49.1,54.4,32.9,30.7,18.5,13.8,30,37.9,68.9,46,52.8,36.9,38.6,7.8,9.7,44.6,50.1,33.1,32.7,68.8,,,,2024,,,,-2.4148242499457,68.5,70.1
Bellarmine,89.584179995003,107.69084882912,0.1074566569789,0–2,0,2,43.5,63.7,10.2,8.6,25.5,14.2,13,35.4,70.5,40.3,65.8,33.3,40.9,1.4,18.1,56.1,61.3,33.3,47.5,68.6,,,,2024,,,,-0.62204880157244,72.7,75
"East Carolina",95.352,88.307,0.70738000031907,0–1,0,1,45.2,45.1,19,45.9,17,25.5,25,50,70.5,43.9,48.8,31.8,25,7.3,17.1,44,52,34.9,32.8,66.4,,,,2024,,,,-0.4012157021337,66.7,53.6
Northwestern,120.47311243328,101.4410544263,0.87840481270003,3–6,3,9,53.6,54.9,25.5,47,11.2,17.8,20.9,37.3,65.4,48.5,50.4,41.5,42.5,7.7,8.2,55.4,58.9,36.9,33.1,65.9,,,,2024,,,,0.22072250838652,71.7,71.7
"Eastern Illinois",98.12623722549,98.14515312814,0.49944583672718,0–3,0,3,39.9,56.2,17.9,34.7,20.1,14.7,25.8,23.2,68,36.8,60.4,31.5,33.3,6.9,15.2,47.6,70.2,30.2,40.6,67,,,,2024,,,,-0.59888075815721,62.5,67.8
"Northern Kentucky",112.52193079122,121.84454656869,0.28590107803982,0–2,0,2,43.4,60.6,26.3,19.7,16.1,15.3,25.4,52.3,65.4,44.4,56,27.3,45.8,2.4,9.9,40,62.3,28.9,36.4,68.2,,,,2024,,,,-0.58300752174754,76.7,84.6
Valparaiso,91.239404250008,93.513729528699,0.42968264418912,0–2,0,2,35.3,58.4,15.7,32.1,11.5,14,22.5,29.9,78.6,36.1,62.4,22.2,34.6,11.8,3.7,28.6,53.5,29.4,38,75.7,,,,2024,,,,-0.55023509170065,70.8,63.6
Elon,120.65583333333,109.98033333333,0.74371478247947,0–1,0,1,55.9,63.1,27.1,32.3,14.5,14.5,9.7,32.1,75.8,50,74.4,43.5,30.8,2.6,16.7,35.7,27,39,40,75.1,,,,2024,,,,-0.33059599038258,75,90.5
"Appalachian St.",119.82283333333,89.0065,0.96829326600996,1–0,1,1,51,41.7,45.1,28.8,10.9,15.6,17.6,43.5,64,41.2,59,47.1,11.1,5.1,5.9,40.9,65.4,33.3,40.9,61.8,,,,2024,,,,0.6666643467316,73.9,47.4
"North Alabama",91.472733052373,106.62034744169,0.14651694779643,0–2,0,2,39.2,56.5,20,27.6,20.7,16.5,26.8,32.8,69.9,40.2,61,24.2,32.6,11.7,11.5,30.2,61.3,27.5,37.4,70.7,,,,2024,,,,-0.64748095096994,70.8,79.4
"Cleveland St.",88.783338746747,94.958741566381,0.31576564783262,0–1,0,1,39.2,52.6,33.3,33.3,21.7,14.4,31.7,26.5,69.3,36.4,63.2,31.3,21.1,10.5,15.9,33.3,60.7,26.7,33.3,75,,,,2024,,,,-0.22899195925997,50,52.6
"Mississippi St.",111.77636935214,95.923824250875,0.85306891021802,3–7,3,10,49.4,51.2,34,31.2,19.6,16.8,35.4,31.8,68.8,52.1,54.3,29.7,31.6,7.6,13.6,46.5,52.5,35.7,45.1,66.2,,,,2024,,,,0.11927896366808,61.3,81.2
"Utah Tech",98.696755854637,117.46414379041,0.11900021497941,0–2,0,2,42.9,66.9,25.8,39.8,19.6,18.2,23.1,43.3,71.3,40,55.8,32.5,58.5,10.4,13.8,35.6,56.7,33.3,34.7,72.7,,,,2024,,,,-0.62067526712963,67.7,70.2
"St. John's",122.24731469009,97.397724330407,0.93171253684211,2–7,2,9,47.7,52.3,25.1,32.4,13,16.3,33.4,32.8,67.5,47.3,52.9,32.5,34.2,12.3,9,55.1,61.4,28.4,38.3,69,,,,2024,,,,-0.32017134066915,76.4,77.2
"Long Beach St.",109.81380868501,104.62634682303,0.63564119611459,0–1,0,1,56.5,56,37,51.7,23,23,12,36.4,78.4,54.1,55.9,41.2,37.5,11.8,8.1,37,71.4,31.5,41.4,80.1,,,,2024,,,,-0.29636769274284,75,76.7
Samford,70.595333333333,104.83183333333,0.010487539470813,0–1,0,1,28.7,67.7,20.6,35.5,19.9,19.9,25,38.7,75.6,32.4,54.5,16.1,55.2,0,27,64.7,85.3,45.6,46.8,76.1,,,,2024,,,,-0.10108138904312,42.9,63.6
"Eastern Washington",106.9225,111.71755555556,0.37648367542103,0–3,0,3,50.3,56.3,33.7,50,18.6,13.6,16.7,32.4,73.6,53.3,56.4,31.2,37.5,2.7,8.7,64.4,47.2,45.6,39.6,73.7,,,,2024,,,,-1.0431455424333,71.9,69.2
"Kansas St.",106.28810788617,94.226919858701,0.79981622376601,3–8,3,11,48.8,45.9,37.1,40.6,23.1,13,26.5,30.1,67.6,47.8,48.9,33.5,26.9,11.3,12.3,51.9,51.5,40.6,34.9,68.1,,,,2024,,,,-0.1581862441653,69.5,70.1
Pepperdine,99.748880214955,112.71779998817,0.19691909845834,0–6,0,6,43,64.9,32.3,29.7,16.9,14.5,19.3,31,69.9,36.2,63.2,38.7,45.8,5.1,8.5,48.4,56.9,31.1,29.7,70.4,,,,2024,,,,-2.0838860546177,73.6,67.3
"Grambling St.",90.927119021479,114.95262972155,0.063191382553113,0–5,0,5,39.1,66.3,28.1,30.1,20.2,18.7,23.8,40.5,67.2,40,62.4,24.3,48.6,5,11,28.6,70.7,27,36.7,67.7,,,,2024,,,,-1.3842418006424,70.1,73.3
"Texas Southern",91.952409820685,105.28170443158,0.17411525994961,0–3,0,3,36.5,57.6,16.3,42.7,12,12,21.4,31.4,72.4,35.3,52.6,26.1,42,13.4,10.8,35.8,68.2,33.2,47.6,71.1,,,,2024,,,,-0.58982034221636,58.8,75.9
Auburn,112.36364905097,92.555171091439,0.90293406319799,2–5,2,7,48.1,47.1,43.3,44.4,16.3,17.3,29,34.4,74.3,50,44.6,29.7,34.7,18.6,11.7,56,41,34,34,71.8,,,,2024,,,,-0.23284663060426,74.6,75.5
"New Orleans",69.67808420846,94.739802350952,0.028377899376353,0–1,0,1,26,50.8,43.8,39,22.2,17.8,14.6,38.9,67.5,29.7,50,9.1,34.8,13.9,8.1,25,61.5,22.9,39,68.9,,,,2024,,,,-0.34669676273086,52.4,78.3
"Idaho St.",96.953879338408,106.95758756075,0.24429671130336,0–1,0,1,51.2,50.8,51.2,46.2,33.4,12.5,24.1,39.5,71.9,41.7,51.9,42.1,30.8,7.7,20.8,61.1,48.4,44.2,20,72.1,,,,2024,,,,-0.13570777567437,50,66.7
"IU Indy",88.307947565852,115.55092955192,0.04343286258973,0–1,0,1,39.7,68.3,34.5,23.8,19.9,11.4,26.8,28.6,70.3,51.1,70,0,43.5,2.5,6.7,26.1,73.7,22.4,36.5,67.2,,,,2024,,,,-0.34897007347296,55,66.7
"Eastern Kentucky",91.499143682389,104.57620734015,0.17708192652826,0–2,0,2,40,64.3,19.2,25.6,17,14.3,22.5,34.3,73.5,41.5,64.9,25,42.4,16.2,9.8,34.8,67.1,36.9,44.4,71.2,,,,2024,,,,-0.32346417223351,64,58.8
Penn,100.08343133096,105.53263438003,0.35213106413223,0–3,0,3,47.9,55.8,20.9,22.2,24.9,11.5,26,39.1,66.8,48.1,55.1,31.7,38,4.7,18.5,55.4,48.5,50.3,35.9,65.8,,,,2024,,,,-0.61953758776736,58.8,65.9
"South Carolina St.",80.175511688397,101.89934141665,0.059674319289895,0–2,0,2,33.2,56.1,23.7,43.1,23.8,19.9,29.5,32.4,77.7,34.9,60.9,20,33.3,13,17.4,43.6,75,34.4,43.9,77.8,,,,2024,,,,-0.59412348186772,80.6,73.6
Idaho,98.448076964935,113.77296712386,0.1592565339108,0–1,0,1,39.4,60.5,48.1,50.9,16.3,14.9,18.4,42.4,67.3,48.1,61.5,20,38.9,10.3,22.2,44.4,45.2,48.1,31.6,70.2,,,,2024,,,,-0.34436725704046,72,51.7
"Stony Brook",100.53872222222,112.07861111111,0.22277597637936,0–3,0,3,40.5,63.4,15.6,24.2,13.9,18.5,29.7,38.3,71.9,44.8,66.7,22.1,39.2,6.3,12.7,28.6,69.5,36.5,41.6,71.8,,,,2024,,,,-0.77457000563869,63.6,69.6
Evansville,95.880967208909,103.58951864118,0.29125852646195,0–3,0,3,44.3,56.1,13.9,26.4,14.8,16.7,20.7,36,71.9,46.3,52.4,26.7,40.2,12.4,9.7,53.8,69.6,30.9,46.7,70.4,,,,2024,,,,-0.98027171462774,51.9,73.1
"Saint Peter's",112.238,101.65816666667,0.75741625687941,0–1,0,1,50,57.1,17.3,66.7,28,21.4,38.7,32,60.8,50,53.6,33.3,42.9,3.6,10.7,40.9,57.1,46.2,33.3,61.7,,,,2024,,,,-0.34269319209136,77.8,78.6
Virginia,96.852564845938,95.992229639356,0.52563006355571,2–5,2,7,40.2,49.3,25.9,22.9,12.4,16.8,23.1,35.4,61.3,38.1,46.4,30.5,35.9,13.3,11,53.2,55.9,27.2,38.2,60.9,,,,2024,,,,-0.35457594200355,69,80.4
UCF,109.07148072419,96.651902505686,0.80062528487834,2–8,2,10,48.1,50.9,33.5,44.2,20.6,17.3,32.3,30.6,66.4,48.6,48.9,31.5,35.9,11,7.4,44.9,65.4,36.2,40.5,67,,,,2024,,,,-1.1126910455784,67,73.4
"Charleston Southern",97.431381913967,102.84976904231,0.34923769710633,0–3,0,3,43.2,56.8,22.2,34.8,23.9,9.7,20.2,33,68.4,38.1,57.5,33.8,36.8,5.5,13.4,49.2,44.7,40.1,31,67.2,,,,2024,,,,-0.87991298104587,80.6,84.4
"Northern Iowa",111.9025,105.21766666667,0.67003922367272,0–1,0,1,50.9,52.5,41.5,50.8,23.3,12.3,22.6,31.6,73.1,50,40,35.3,46.2,2.9,25,50,53.8,32.1,42.6,70.1,,,,2024,,,,-0.27500892988822,68.2,87.1
"South Carolina",111.48246365741,99.11193429784,0.79455446463421,3–5,3,8,43.4,52.7,31.8,33.3,16,12.6,29.5,29.3,65.5,43.3,49.3,29,39.1,8.6,13.8,58.9,54,41.2,35.9,64.4,,,,2024,,,,0.9997450804614,73.2,75.8
Kentucky,128.399543326,101.20801481695,0.9391545009955,6–4,6,10,53.8,51.3,35.9,40.1,14,15.3,31.3,34.9,75.5,51.3,52.2,38.5,33.2,15.9,10,47.5,50.8,39.4,38.3,73.6,,,,2024,,,,2.8291505201836,75.9,72.5
VCU,124.58758333333,99.689333333333,0.92850365938975,0–2,0,2,57.4,53,20.9,47.8,19.3,15,21.2,32.4,65.6,48,50,43.1,40,12.5,6,46.2,55.6,56.5,30.4,67.6,,,,2024,,,,-0.58074011874316,75,67.3
Wisconsin,123.48819093605,98.599463920415,0.93011236275952,5–7,5,12,50.3,54,26.8,37.9,12.6,15.1,29.4,27.9,66,52.8,53.8,30.7,36.4,4.1,9.5,46.2,54.1,37.5,34.5,65.5,,,,2024,,,,1.3315335608289,77.8,76
Alabama,120.7586237905,104.30243025415,0.84353103768254,2–9,2,11,49.6,53.1,36.4,50.6,17.7,12.1,32.1,32.1,76,54.7,54,28.9,34.3,7.6,16.4,43.3,51.8,44.6,35.4,73.6,,,,2024,,,,-0.8517853310429,77,77.5
"Tennessee Tech",76.698515931323,99.631324688533,0.047050787796434,0–1,0,1,29.4,55.6,37.3,15.9,23.1,14.4,17.1,25,69.4,30.8,51.5,16.7,40,0,20.5,35.7,75.9,23.5,47.6,67.8,,,,2024,,,,-0.15138140713521,63.2,100
NJIT,99.218822561599,104.91428609338,0.34482090236733,0–1,0,1,44.1,64,11.9,28.1,19.3,14.8,25,22.2,67.5,54.8,63.9,21.4,42.9,13.9,3.2,34.8,40.6,47.5,36.8,66.8,,,,2024,,,,-0.33059599038258,100,62.5
"Alabama A&M",82.41650811004,101.8217367995,0.080799369462651,0–1,0,1,36,52.7,29.8,65.5,19.3,17.9,14.6,38.2,72.6,38.1,64.5,20,25,9.7,14.3,31.6,73.1,26.3,43.6,70.1,,,,2024,,,,-0.13133532629464,76.5,72.2
Dartmouth,96.772844534963,110.42606924644,0.17979044302847,0–1,0,1,37.5,70.3,30.4,20.3,19.1,13.3,26.3,20.8,67.9,39.5,73.8,22.2,41.2,2.4,15.8,57.9,47.4,32.1,28.8,69,,,,2024,,,,-0.1651398671905,70.6,75
"La Salle",108.1084770612,110.99001587661,0.42494430973447,0–1,0,1,46.6,60.4,29.3,29.9,12.6,7,11.1,30.3,71.3,52.9,60,25,40.9,2.2,8.8,45.8,58.3,41.4,32.8,72.5,,,,2024,,,,-0.1651398671905,70.6,70
"Incarnate Word",80.268058943464,103.49456558962,0.051043035023607,0–1,0,1,32.8,58.7,35.9,36.5,22.2,17,30.6,30.6,76.4,36.6,59.5,17.4,38.5,10.8,22,31.6,62.5,35.9,41.3,76.7,,,,2024,,,,-0.26012247382282,60.9,60.9
"St. Thomas",123.78766666667,106.40333333333,0.85072574056432,0–1,0,1,64.5,57.4,18.2,51.9,22.7,15.6,18.5,26.7,70.5,76.2,57.6,38.2,38.1,6.1,14.3,72.4,70.4,61.8,38.9,69,,,,2024,,,,-0.19151457688095,80,78.6
"Michigan St.",117.21527840325,98.178847337025,0.88473420918239,2–8,2,10,50.1,54.3,27.9,40.5,15,15.1,30.1,28.7,66.7,46.5,54.4,39.6,36.1,11.3,7.8,49.4,59,27.4,39.8,66.8,,,,2024,,,,-0.69148716028861,74.3,75.5
"Cal St. Fullerton",103.76686402314,112.09069621147,0.29165516539401,0–3,0,3,44,55.9,25.8,34.8,19,16.2,30.5,37.7,70,42.4,55.6,31.3,37.5,11.1,10.2,37.1,63.6,35.2,47.1,70.5,,,,2024,,,,-0.93044244049327,72.3,72.3
"Southeastern Louisiana",93.900516318891,111.57866840355,0.12092698349462,0–2,0,2,37.4,55.2,38.7,28,16.5,11,23.3,41.6,72.7,39.1,53.3,21.9,38.2,2.7,13.8,34.1,74.2,26.9,47.6,70.7,,,,2024,,,,-0.40862140496185,65.2,82.5
"UC Riverside",82.927055973821,108.81760760409,0.042100411266626,0–3,0,3,35.7,53,20.8,23.7,18.5,12.2,22.8,36.8,68.5,32,57.3,26.9,29.9,3.8,17,69.8,58.9,43.8,33.8,67.7,,,,2024,,,,-0.86171324876794,73,74.5
Clemson,120.04025330225,94.111300893551,0.94259544159014,3–3,3,6,50.3,49.6,28.7,38.2,12.1,12.3,25.6,25.3,67.8,50.2,46.3,33.6,36,10,8,45.9,51.7,41.2,42.7,66.4,,,,2024,,,,1.3872824576561,78.8,69.4
Colorado,109.40612518854,109.14863881566,0.50677384797094,0–5,0,5,47.4,57.6,33.4,33.2,20.2,13.2,28,28.3,71.5,47.5,55.9,31.3,40.6,4.9,10.3,40.7,45.9,28.9,34.2,70,,,,2024,,,,-1.5274968397786,80.2,75.7
"North Carolina A&T",80.486222044728,116.38832413593,0.014178740265275,0–1,0,1,32.9,64.8,12.9,23.9,12.1,13.5,17.3,44.1,74.2,30.6,66.7,23.5,41.4,14.3,25,47.4,52.5,48.6,40.8,76.1,,,,2024,,,,-0.31380569222683,66.7,47.1
Washington,113.02963888889,96.743122222222,0.85684076972571,2–4,2,6,49.6,50.5,28.7,36.3,14.8,15.7,22.1,33.1,76.1,49.6,49.3,33.1,35.5,6.2,8.9,55.7,55,35,31,75.3,,,,2024,,,,0.014389171814601,78.1,66.2
"Colorado St.",104.3523112782,91.675086215539,0.81600388516933,1–6,1,7,45.2,46.8,22,32.5,17.9,15.1,26.1,28.3,66.1,48,47.4,26.8,30.2,7.3,11.7,55.8,53.6,36.8,31.5,66,,,,2024,,,,-1.514346542297,76.4,71.5
"Louisiana Monroe",66.716667466679,110.81057296917,0.0029157013530293,0–1,0,1,32.1,51.6,43.6,47.5,39.4,15.8,27.8,50,63.4,34.8,57.7,18.8,31.4,7.7,21.7,63.6,73.1,41,57.4,67.6,,,,2024,,,,-0.068937137048168,35.3,72.4
"The Citadel",91.89400770555,96.988277727683,0.3496735520715,0–1,0,1,43.4,52.3,45.3,10.8,20.5,13.2,26.3,23.7,68.4,47.2,51.4,23.5,35.7,0,13.9,38.1,65.5,32.1,43.1,68.2,,,,2024,,,,-0.37673372184104,54.2,57.1
Hofstra,118.89608333333,105.90408333333,0.7909621200533,0–2,0,2,58.6,56.7,14.7,37.5,15.9,15.9,14.3,35.9,69.4,54.7,53.2,42.3,41.9,13,7.8,43.9,62.7,44.8,35.8,69.1,,,,2024,,,,-0.40667400479806,64.7,82.2
"South Alabama",81.854838709677,112.03523152396,0.026353206239213,0–1,0,1,27.5,72.7,35,54.5,17.4,14.5,24,44,69.1,29,68.8,17.2,52.2,6.3,19.4,42.9,61.8,48.3,41.8,64.6,,,,2024,,,,-0.22238278319039,61.9,73.3
Butler,111.92459120327,100.08646712817,0.78340066106842,2–9,2,11,49.3,53.6,26.1,25.8,17.7,14.2,22.3,31.6,68.5,45.3,56,36.5,32.9,4.6,11,56.3,46.3,42.4,35.8,69.3,,,,2024,,,,-1.153789395076,79.3,78.9
"SIU Edwardsville",86.62870791667,86.051925551509,0.51919659820581,0–1,0,1,37,46.9,30,45.8,21,17.8,21.6,26.7,61.8,28.9,60,41.7,21.7,4,7.9,43.8,85,24,47.9,65.1,,,,2024,,,,-0.35861807018644,66.7,81.8
"Northern Colorado",94.842923348234,103.94762744535,0.25842923053397,0–1,0,1,44.2,55.6,33.3,18.3,19.5,15.6,18.9,34.2,76.8,56.4,59.1,14.3,33.3,0,0,40,65.7,35,38,76.8,,,,2024,,,,-0.27630801008917,75,84.6
Iowa,117.5744256651,103.44554919144,0.81340685657862,2–7,2,9,50.1,56.3,27.6,37.1,12.9,14.7,23.1,32.4,70.4,48.5,56,36.1,37.8,8.6,8.8,59.8,59.5,28.5,36,71.1,,,,2024,,,,-0.21793052978334,75.2,70.8
"Florida A&M",94.725932098716,111.57749599639,0.13205461385039,0–4,0,4,41,60.4,18.5,45.3,20.4,15.5,25.1,42.1,71.2,39.6,58.6,29.9,41.9,7.9,11,44.6,57.1,26.9,42.9,70.1,,,,2024,,,,-0.87215313075988,65.2,67.6
TCU,112.44030946976,97.650137396428,0.83505169218911,2–9,2,11,45.8,51.4,32,34.3,19.4,18.2,38.3,34.3,67.3,43.9,53.4,33.5,31.9,8.4,10.6,55.4,61.3,30,35.2,68.5,,,,2024,,,,-1.1727728572919,70,72.6
"Middle Tennessee",67.580861048546,102.56868552753,0.0081796686841939,0–1,0,1,31.4,46.2,37.2,18.2,29.7,14.8,21.9,55.3,60.7,28.1,50,27.3,25,15.2,9.4,50,42.9,25.6,30.3,65.7,,,,2024,,,,-0.22899195925997,43.8,83.3
Oregon,122.62712117939,105.30588923495,0.85210497605795,3–5,3,8,54.8,58.1,25.7,43.8,14.8,18.1,27.6,31.6,69.9,54,54.8,37.5,42.2,11.4,9.3,51.9,59.9,34.3,38.9,67.6,,,,2024,,,,0.5653329381014,73.8,76.4
Florida,119.08300988264,95.534711692374,0.92647818323123,4–6,4,10,47.2,51.6,38.1,35.4,13.8,15,33.3,32,73.7,46.8,53.8,31.9,31.5,13.2,12.6,47,46.4,34.6,33,71.3,,,,2024,,,,0.93449945423277,80,72.4
"Saint Joseph's",127.32275,99.27175,0.94593249577676,1–1,1,2,59.9,55,17.5,34.2,17.4,18.1,28.6,29,67.3,51.6,56.9,45.3,35.5,10.3,16.1,63.9,70.9,50.8,51.7,66.8,,,,2024,,,,0.39474413637446,68.2,70.7
"Saint Mary's",111.1029172549,95.816118039216,0.84583481400664,3–2,3,5,48.4,49.8,25.3,29.8,17.8,12.8,36,28.4,60.8,46.6,50.5,34.3,31.8,5.3,11.2,52.1,57.6,35.7,24.3,60.7,,,,2024,,,,1.2667849036656,57.1,75.3
"Texas A&M Corpus Chris",93.516388059848,91.786489652097,0.55347548560521,0–3,0,3,39.6,49.4,18.7,46.2,21.2,18.8,27.5,35.8,70.8,38.2,55,28.6,26.6,6.4,16,36.4,57.1,29.9,37,72.9,,,,2024,,,,-0.65120179035463,60,68.8
"Ohio St.",115.60678653476,101.07418893522,0.8241771455959,3–5,3,8,50.6,53.2,30.1,34.3,14.4,15.2,26.6,32.6,64.3,51,51.5,33.1,37.7,10.5,8.7,44.8,47.6,32.6,34.3,64.1,,,,2024,,,,0.47030356815544,78.4,78.6
"Florida St.",105.32169796037,98.39214280303,0.68625587933022,1–7,1,8,46.8,52.2,30.2,42.1,18,21.8,28.4,41.3,71.1,46.4,50.8,31.8,36.6,11.9,9.2,39.7,51.4,31,34.5,70,,,,2024,,,,-1.504684694491,66,73.5
"Seton Hall",112.71076969973,98.236429271558,0.82929661017367,4–7,4,11,47,53.8,32.9,24.4,19.7,15.9,34.2,31.8,66.5,46.8,53.6,31.6,36.1,11.1,14.4,46.9,58,27.8,40.2,66.9,,,,2024,,,,0.95023682748455,78.9,75.9
"North Carolina",121.972181473,90.313266558181,0.9694051003248,6–2,6,8,50.7,46.7,37.2,27.7,14.3,13,30.9,28,71.9,48.4,51.7,36.6,25.5,8.2,15.8,52.5,41.8,34.8,36.7,72.1,,,,2024,,,,3.5944406075369,74.5,73.1
"Houston Christian",86.259019116147,104.62826154653,0.097952947798133,0–4,0,4,40.7,52.6,22.4,31.7,24.2,10.3,22.4,36,75.4,42,56.8,24.6,30.6,6.3,10.8,45.6,63.9,27,38,74.8,,,,2024,,,,-1.2165290237178,61.1,75.6
Lehigh,105.51449120952,101.25969609002,0.61617353736958,0–1,0,1,45.8,50,5.6,41.8,14.6,13.2,17.8,39.5,75.6,34.2,52,39.4,29.4,6,7.9,57.7,35.5,46.5,25.4,72.5,,,,2024,,,,-0.17258326882225,75,82.1
"Santa Clara",110.77365143369,109.76960917694,0.52615366099853,1–5,1,6,49.9,56.3,30.5,38.3,20.8,14.2,33.7,35.1,69,46.3,60.1,37.9,32.2,6.6,9.5,54.3,49.7,33.4,32.1,70.2,,,,2024,,,,-1.1582865531045,74.5,68.6
"Loyola Marymount",112.65339165835,109.06165730034,0.59209371506509,0–5,0,5,52,53.9,17.9,31.2,21.5,7.9,29.4,31,63.4,47.3,54.4,39.6,35,5.6,18,43.8,57.9,38.8,27.1,65.1,,,,2024,,,,-1.6992875121735,73.5,82.6
"Miami OH",106.00227491469,112.69008662175,0.33101889850789,0–1,0,1,50,52.4,20,40.3,25.5,15,31.3,48.6,66.6,39.5,48.7,58.3,39.1,5.1,9.3,37.5,57.1,21.8,37.1,68,,,,2024,,,,-0.34669676273086,81.8,76
"New Mexico",114.7772786132,101.67478280224,0.80122425755189,2–4,2,6,46.8,51.8,27.9,39.8,15.7,17.4,32.2,32.2,69.1,45.2,53.2,33.6,32.4,6.9,12.2,49.7,58.5,30.1,32.5,71.2,,,,2024,,,,0.0061071582407713,70.5,78.7
Monmouth,99.503908068384,96.619617478166,0.58377116796756,0–1,0,1,42.9,51.1,33.9,68.1,19.4,23.8,26.3,38.7,67.1,35.3,58.1,36.4,25,6.5,14.7,60,50,39.3,34,68.2,,,,2024,,,,-0.34269319209136,68.4,68.8
Southern,98.184588998808,101.80376775577,0.39740839618221,1–4,1,5,45.5,59.3,25.3,36,22.4,21.6,22.7,41.9,74,47.9,66,28.3,32.5,6.9,10.9,47.8,63.2,43.5,39,71.7,,,,2024,,,,-0.214440522707,59.5,72.1
California,103.01417688348,105.56353731766,0.4301758732748,0–6,0,6,43.5,56.2,25.8,44.8,15.2,14.9,23.6,30,73.4,45.9,56.5,27.1,37.1,6.5,9.2,40.5,53,44.8,31.9,72,,,,2024,,,,-1.8884109113384,69.6,72.4
"Georgia St.",91.071597125148,106.17468457981,0.14622054376807,0–1,0,1,42.6,56.4,14.8,15.7,23.7,5.9,17.6,29.3,67.5,42.4,53.1,28.6,39.5,18.8,3,35,71.9,38.9,54.3,66.1,,,,2024,,,,-0.27728607866721,100,63.6
"Miami FL",108.31513037607,102.81897623541,0.64539581716349,0–8,0,8,46.3,57.1,23,31.2,19.2,15.6,30.9,31.8,68.4,43.1,55.1,34.2,39.7,6.6,11,48.2,64.4,39.2,43.5,67.3,,,,2024,,,,-2.6381301894971,77.9,71.3
Georgia,116.25567365478,105.63366022094,0.75061030976569,0–8,0,8,49.8,59.9,38.1,35.9,14.6,16.1,26.3,31.8,74.2,46.7,58.5,36.7,41.5,4.8,13.4,41.1,59.8,36.9,37.5,71,,,,2024,,,,-2.6017399900875,71.1,70
"North Dakota",126.62716666667,106.95066666667,0.87458411157385,0–1,0,1,47,54.8,25.4,30.2,16.3,13.3,43.2,36.1,67.6,42.9,58.1,34.4,34.4,6.5,0,42.3,48.3,47.8,50.8,66.2,,,,2024,,,,-0.28031778964089,70.6,73.7
